frame,game-time,xp-bar,health-bar,attack-dmg,armor,attack-speed,ability-power,magic-resist,move-speed,b1-kda,b2-kda,b3-kda,b4-kda,b5-kda,r1-kda,r2-kda,r3-kda,r4-kda,r5-kda,b1-cs,b2-cs,b3-cs,b4-cs,b5-cs,r1-cs,r2-cs,r3-cs,r4-cs,r5-cs,b1-1,b1-2,b1-3,b1-4,b1-5,b1-6,b1-7,r1-1,r1-2,r1-3,r1-4,r1-5,r1-6,r1-7,b2-1,b2-2,b2-3,b2-4,b2-5,b2-6,b2-7,r2-1,r2-2,r2-3,r2-4,r2-5,r2-6,r2-7,b3-1,b3-2,b3-3,b3-4,b3-5,b3-6,b3-7,r3-1,r3-2,r3-3,r3-4,r3-5,r3-6,r3-7,b4-1,b4-2,b4-3,b4-4,b4-5,b4-6,b4-7,r4-1,r4-2,r4-3,r4-4,r4-5,r4-6,r4-7,b5-1,b5-2,b5-3,b5-4,b5-5,b5-6,b5-7,r5-1,r5-2,r5-3,r5-4,r5-5,r5-6,r5-7,passive-cd,q-cd,w-cd,e-cd,r-cd,d-cd,f-cd,b1-health,b2-health,b3-health,b4-health,b5-health,r1-health,r2-health,r3-health,r4-health,r5-health,b1-mana,b2-mana,b3-mana,b4-mana,b5-mana,r1-mana,r2-mana,r3-mana,r4-mana,r5-mana,b-kills,b-gold,b-towers,b-grubs,b-heralds-barons,b-dragons,r-kills,r-gold,r-towers,r-grubs,r-heralds-barons,r-dragons,minimap,b1-level,b2-level,b3-level,b4-level,b5-level,r1-level,r2-level,r3-level,r4-level,r5-level
7200.0,4.0,42.9,54.1,90.0,52.0,0.68,,40.0,520.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,,,Health_Potion_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,Health_Potion_item,,,,,Stealth_Ward_item,Gustwalker_Hatchling_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,4.4,,not learned,,,48.8,89.0,18.3,32.5,48.8,50.8,83.3,38.6,48.8,38.6,0,79.3,6.1,4.07,4.07,0,83.3,10.2,8.13,10.2,2.0,6.7k,0,10.0,0,0,0,6.0k,,0,0,,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7209,4.0,42.9,58.7,90.0,52.0,0.68,,40.0,520.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,,,Health_Potion_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,Health_Potion_item,,,,,Stealth_Ward_item,Gustwalker_Hatchling_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,4.1,,not learned,,,54.9,97.6,16.3,32.5,48.8,50.8,83.3,38.6,48.8,40.7,0,81.3,6.1,4.07,4.07,0,83.3,10.2,8.13,10.2,2.0,6.7k,0,10.0,0,0,0,6.0k,,0,0,0,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7218,4.01,42.9,60.2,90.0,52.0,0.68,,40.0,520.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,,,Health_Potion_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Gustwalker_Hatchling_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,,,,,,Stealth_Ward_item,Gustwalker_Hatchling_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,3.8,,not learned,,,64.2,92.3,16.3,32.5,48.8,50.8,83.3,38.6,48.8,40.7,0,81.3,6.1,6.1,4.07,0,83.3,10.2,8.13,10.2,2.0,6.7k,0,10.0,0,0,0,6.0k,,0,0,0,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7227,4.01,42.9,63.2,90.0,52.0,0.68,,40.0,541.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,,Health_Potion_item,Boots_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,,,,,,Stealth_Ward_item,Staff_of_Flowing_Water_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,6.4,,not learned,,,58.9,81.3,16.7,32.5,48.8,50.8,83.3,38.6,48.8,40.7,0,81.3,6.1,6.1,4.07,0,83.3,10.2,8.13,10.2,2.0,6.7k,0,10.0,0,0,0,6.0k,,,0,0,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7236,4.01,50.9,67.8,90.0,52.0,0.68,,40.0,541.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,,Health_Potion_item,Boots_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,,,,,,Stealth_Ward_item,Staff_of_Flowing_Water_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,3.2,,not learned,,,63.0,81.3,16.3,32.5,52.0,50.8,83.3,38.6,48.8,40.7,0,81.3,6.1,6.1,4.07,0,83.3,10.2,8.13,10.2,2.0,6.8k,0,10.0,0,0,0,6.0k,,0,0,0,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7245,4.02,42.6,72.5,90.0,52.0,0.68,,40.0,543.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,Health_Potion_item,Boots_item,Ruby_Crystal_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,,,,,,Stealth_Ward_item,Staff_of_Flowing_Water_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,2.9,,not learned,,,67.1,81.3,16.3,32.5,48.8,50.8,83.3,38.6,48.8,41.1,0,81.3,6.1,6.1,4.07,0,83.3,10.2,8.13,10.2,2.0,6.8k,0,10.0,0,0,0,6.0k,,0,0,0,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7254,4.02,42.6,75.6,90.0,52.0,0.68,,40.0,543.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,Health_Potion_item,Boots_item,Ruby_Crystal_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,,,,,,Stealth_Ward_item,Staff_of_Flowing_Water_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,2.6,,not learned,,,71.1,81.3,16.3,32.5,48.8,50.8,83.3,38.6,48.8,40.7,0,81.3,8.13,6.1,4.07,0,83.3,10.2,8.13,10.2,2.0,6.8k,0,10.0,0,0,0,6.0k,,0,0,,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7263,4.02,42.3,78.4,90.0,52.0,0.68,,40.0,543.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,Health_Potion_item,Boots_item,Ruby_Crystal_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,,,,,,Stealth_Ward_item,Staff_of_Flowing_Water_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,2.3,,not learned,,,73.2,81.3,16.3,32.5,48.8,50.8,83.3,38.6,48.8,42.7,0,81.3,8.13,6.1,4.07,0,83.3,10.2,8.13,10.2,2.0,6.8k,0,10.0,0,0,0,6.0k,,0,0,0,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7272,4.02,42.6,79.8,90.0,52.0,0.68,,40.0,543.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,,Health_Potion_item,Boots_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,,,,,,Stealth_Ward_item,Staff_of_Flowing_Water_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,2.0,,not learned,,,75.2,81.3,14.2,32.5,48.8,50.8,83.3,38.6,48.8,42.7,0,81.3,8.13,6.1,4.07,0,83.3,10.2,8.13,10.2,2.0,6.8k,0,10.0,0,0,0,6.0k,,,0,0,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
7281,4.03,42.6,80.2,90.0,52.0,0.68,,40.0,543.0,0/0/1,0/0/1,1/0/0,1/0/0,0/0/0,0/0/0,0/0/0,0/2/0,0/0/0,0/0/0,19.0,28.0,27.0,23.0,3.0,27.0,26.0,18.0,21.0,4.0,Staff_of_Flowing_Water_item,,,,Health_Potion_item,Boots_item,Doran's_Shield_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Stealth_Ward_item,,,,,,Gustwalker_Hatchling_item,Ionian_Boots_of_Lucidity_item,Gustwalker_Hatchling_item,,,,,Oracle_Lens_item,Stealth_Ward_item,,,,,Amplifying_Tome_item,Doran's_Ring_item,Doran's_Ring_item,,,,,,Stealth_Ward_item,Staff_of_Flowing_Water_item,,,,,Dagger_item,Doran's_Blade_item,Doran's_Blade_item,,,,,,Stealth_Ward_item,Oracle_Lens_item,,,,,Health_Potion_item,World_Atlas_item,World_Atlas_item,,,,,,Stealth_Ward_item,,,1.7,,not learned,,,89.8,97.2,27.2,35.4,48.8,50.8,83.3,38.6,49.2,42.7,0,81.3,8.13,6.1,4.07,0,83.3,10.2,8.13,10.2,2.0,6.8k,0,10.0,0,0,0,6.0k,,0,0,0,"ezreal:0.788,0.726:0.99|bard:0.853,0.831:0.97|jarvaniv:0.440,0.423:0.96|nami:0.905,0.704:0.9|ziggs:0.523,0.503:0.9|garen:0.040,0.973:0.81",5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0
