frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
3,0.734,0.287,STOPPED,NONE,,,
6,0.734,0.287,STOPPED,NONE,,,
9,0.734,0.287,STOPPED,NONE,,,
12,0.734,0.287,STOPPED,NONE,,,
15,0.734,0.287,STOPPED,NONE,,,
18,0.734,0.287,STOPPED,NONE,,,
21,0.734,0.287,STOPPED,NONE,,,
24,0.734,0.287,STOPPED,NONE,,,
27,0.734,0.287,STOPPED,NONE,,,
30,0.734,0.287,STOPPED,NONE,,,
33,0.734,0.287,STOPPED,NONE,,,
36,0.734,0.287,STOPPED,NONE,,,
39,0.734,0.287,STOPPED,NONE,,,
42,0.734,0.287,STOPPED,NONE,,,
45,0.734,0.287,STOPPED,NONE,,,
48,0.734,0.287,STOPPED,NONE,,,
51,0.734,0.287,STOPPED,NONE,,,
54,0.734,0.287,STOPPED,NONE,,,
57,0.734,0.287,STOPPED,NONE,,,
60,0.734,0.287,STOPPED,NONE,,,
63,0.734,0.287,STOPPED,NONE,,,
66,0.734,0.287,STOPPED,NONE,,,
69,0.734,0.287,STOPPED,NONE,,,
72,0.734,0.290,STOPPED,NONE,,,
75,0.734,0.290,STOPPED,NONE,,,
78,0.734,0.290,STOPPED,NONE,,,
81,0.734,0.287,STOPPED,NONE,,,
84,0.734,0.287,STOPPED,NONE,,,
87,0.734,0.287,STOPPED,NONE,,,
90,0.734,0.287,STOPPED,NONE,,,
93,0.734,0.287,STOPPED,NONE,,,
96,0.734,0.287,STOPPED,NONE,,,
99,0.731,0.287,STOPPED,NONE,,,
102,0.731,0.287,STOPPED,NONE,,,
105,0.731,0.287,STOPPED,NONE,,,
108,0.731,0.287,STOPPED,NONE,,,
111,0.731,0.287,STOPPED,NONE,,,
114,0.731,0.287,STOPPED,NONE,,,
117,0.731,0.287,STOPPED,NONE,,,
120,0.731,0.287,STOPPED,NONE,,,
123,0.731,0.287,STOPPED,NONE,,,
126,0.731,0.287,STOPPED,NONE,,,
129,0.731,0.287,STOPPED,NONE,,,
132,0.734,0.287,STOPPED,NONE,,,
135,0.734,0.287,STOPPED,NONE,,,
138,0.734,0.287,STOPPED,NONE,,,
141,0.734,0.287,STOPPED,NONE,,,
144,0.734,0.287,STOPPED,NONE,,,
147,0.734,0.294,STOPPED,NONE,,,
150,0.731,0.294,STOPPED,NONE,,,
153,0.731,0.294,STOPPED,NONE,,,
156,0.731,0.294,STOPPED,NONE,,,
159,0.731,0.294,STOPPED,NONE,,,
162,0.731,0.294,STOPPED,NONE,,,
165,0.731,0.294,STOPPED,NONE,,,
168,0.731,0.294,STOPPED,NONE,,,
171,0.731,0.294,STOPPED,NONE,,,
174,0.731,0.294,STOPPED,NONE,,,
177,0.731,0.294,STOPPED,NONE,,,
180,0.731,0.294,STOPPED,NONE,,,
183,0.731,0.294,STOPPED,NONE,,,
186,0.731,0.294,STOPPED,NONE,,,
189,0.731,0.294,STOPPED,NONE,,,
192,0.731,0.294,STOPPED,NONE,,,
195,0.731,0.294,STOPPED,NONE,,,
198,0.731,0.294,STOPPED,NONE,,,
201,0.731,0.294,STOPPED,NONE,,,
204,0.731,0.294,STOPPED,NONE,,,
207,0.731,0.294,STOPPED,NONE,,,
210,0.731,0.294,STOPPED,NONE,,,
213,0.731,0.294,STOPPED,NONE,,,
216,0.731,0.294,STOPPED,NONE,,,
219,0.731,0.294,STOPPED,NONE,,,
222,0.731,0.294,STOPPED,NONE,,,
225,0.731,0.294,STOPPED,NONE,,,
228,0.731,0.294,STOPPED,NONE,,,
231,0.731,0.294,STOPPED,NONE,"Garen,883,488,100.0,Red",,
234,0.731,0.294,STOPPED,NONE,"Garen,882,489,100.0,Red",,
237,0.731,0.294,STOPPED,NONE,"Garen,883,489,100.0,Red",,
240,0.731,0.294,STOPPED,NONE,"Garen,886,496,100.0,Red|UnknownChampion,1126,468,100.0,Red",,
243,0.731,0.294,STOPPED,NONE,"Garen,891,487,100.0,Red|UnknownChampion,1099,470,100.0,Red",,
246,0.731,0.294,STOPPED,NONE,"Garen,887,495,100.0,Red|UnknownChampion,1050,479,100.0,Red",,
249,0.731,0.294,STOPPED,NONE,"Garen,883,492,100.0,Red|Garen,1043,232,100.0,Red|UnknownChampion,1001,483,100.0,Red",,
252,0.731,0.294,STOPPED,NONE,,,
255,0.731,0.294,STOPPED,NONE,,,
258,0.731,0.294,STOPPED,NONE,,,
261,0.731,0.297,STOPPED,NONE,"Garen,902,494,100.0,Red|UnknownChampion,1142,313,100.0,Red|UnknownChampion,970,299,100.0,Red",,
264,0.731,0.297,STOPPED,NONE,"Garen,905,485,100.0,Red|UnknownChampion,1146,311,100.0,Red|UnknownChampion,1002,398,100.0,Red|UnknownChampion,951,331,100.0,Red",,
267,0.731,0.297,STOPPED,NONE,"Garen,910,482,100.0,Red|UnknownChampion,1133,311,100.0,Red|UnknownChampion,879,245,100.0,Red|UnknownChampion,1007,397,100.0,Red|UnknownChampion,936,360,100.0,Red",,
270,0.731,0.297,STOPPED,NONE,"Yasuo,1096,352,100.0,Red|UnknownChampion,916,389,100.0,Red|UnknownChampion,885,242,100.0,Red|UnknownChampion,906,431,100.0,Red",,
