frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
10740,0.402,0.832,300,NONE,"Garen,1001,356,94.8,Blue",,
10743,0.402,0.832,300,NONE,"Garen,1011,331,87.9,Blue",,
10746,0.406,0.832,300,NONE,"Garen,1022,329,98.0,Blue",,
10749,0.406,0.829,300,NONE,"Garen,1022,319,98.1,Blue",,
10752,0.406,0.829,300,NONE,"Garen,1020,306,97.2,Blue",,
10755,0.409,0.825,330,NONE,,,
10758,0.409,0.822,315,NONE,"Garen,1008,320,100.0,Blue",,
10761,0.413,0.815,75,NONE,"Garen,1000,334,95.1,Blue",,
10764,0.413,0.811,60,NONE,,,
10767,0.413,0.804,90,NONE,"Garen,975,384,96.3,Blue",,
10770,0.416,0.801,75,NONE,"Garen,970,400,100.0,Blue",,
10773,0.413,0.797,300,NONE,"Garen,966,410,98.1,Blue",,
10776,0.413,0.794,300,NONE,,,
10779,0.413,0.790,300,NONE,"Garen,959,414,100.0,Blue",,
10782,0.413,0.787,285,NONE,,,
10785,0.413,0.783,180,NONE,,,
10788,0.413,0.783,120,NONE,"Garen,959,402,100.0,Blue",,
10791,0.416,0.780,120,NONE,"Garen,959,418,100.0,Blue",,
10794,0.416,0.776,90,NONE,"Garen,959,422,100.0,Blue",,
10797,0.416,0.769,STOPPED,NONE,"Garen,960,418,100.0,Blue",,
10800,0.416,0.766,105,NONE,"Garen,961,415,98.4,Blue",,
10803,0.416,0.762,30,NONE,"Garen,960,425,100.0,Blue",,
10806,0.416,0.759,285,NONE,"Garen,957,426,100.0,Blue",,
10809,0.420,0.755,300,NONE,"Garen,956,416,99.2,Blue",,
10812,0.420,0.752,315,NONE,"Garen,957,417,96.0,Blue",,
10815,0.420,0.748,45,NONE,"Garen,953,422,99.2,Blue",,
10818,0.420,0.745,45,NONE,"Garen,950,425,100.0,Blue",,
10821,0.420,0.741,30,NONE,"Garen,953,423,100.0,Blue",,
10824,0.423,0.738,30,NONE,"Garen,954,436,100.0,Blue",,
10827,0.423,0.734,15,NONE,"Garen,950,425,98.4,Blue",,
10830,0.427,0.731,90,NONE,"Garen,949,415,98.4,Blue|UNKNOWN,1674,446,100.0,Blue",,"BlueTower,1627,427,0.0,Blue"
10833,0.423,0.731,330,NONE,"Garen,950,415,100.0,Blue",,
10836,0.423,0.727,225,NONE,"Garen,950,421,99.2,Blue|UNKNOWN,1705,206,100.0,Blue|UNKNOWN,1820,516,100.0,Blue",,
10839,0.423,0.724,135,NONE,"Garen,950,430,99.2,Blue|UNKNOWN,1720,210,100.0,Blue",,
10842,0.423,0.720,135,NONE,"Garen,952,431,100.0,Blue|JarvanIV,1737,129,100.0,Blue",,
10845,0.423,0.717,180,NONE,"Garen,956,426,100.0,Blue|JarvanIV,1751,137,97.7,Blue",,
10848,0.423,0.713,120,NONE,"Garen,958,428,97.6,Blue|UNKNOWN,1766,233,100.0,Blue",,
10851,0.423,0.710,0,NONE,"Garen,961,434,96.8,Blue|JarvanIV,1785,147,99.2,Blue",,
10854,0.423,0.710,135,NONE,"JarvanIV,1799,161,99.2,Blue|Garen,961,426,97.6,Blue",,
10857,0.423,0.706,165,NONE,"Garen,964,420,99.2,Blue|UNKNOWN,1811,255,100.0,Blue",,
10860,0.427,0.703,105,NONE,"Garen,964,418,100.0,Blue",,
10863,0.427,0.699,165,NONE,"Garen,961,435,100.0,Blue",,
10866,0.427,0.696,105,NONE,"JarvanIV,1847,195,100.0,Blue|Garen,963,427,100.0,Blue",,
10869,0.427,0.692,90,NONE,"Garen,963,426,100.0,Blue|UNKNOWN,1862,289,100.0,Blue",,
10872,0.427,0.692,150,NONE,"Garen,962,439,100.0,Blue|UNKNOWN,1871,297,100.0,Blue",,
10875,0.427,0.689,45,NONE,"Garen,965,415,99.2,Blue|JarvanIV,1847,195,100.0,Blue",,
10878,0.427,0.685,75,NONE,"Garen,967,430,96.8,Blue|JarvanIV,1847,195,100.0,Blue",,
10881,0.427,0.682,75,NONE,,,
10884,0.427,0.678,15,NONE,"Garen,964,425,98.4,Blue",,
10887,0.427,0.675,60,NONE,"Garen,965,433,98.4,Blue",,
10890,0.427,0.675,75,NONE,"Garen,963,436,100.0,Blue",,
10893,0.430,0.671,270,NONE,"Garen,964,424,100.0,Blue",,
10896,0.430,0.668,105,NONE,"Garen,964,437,100.0,Blue",,
10899,0.430,0.664,90,NONE,"Garen,964,435,100.0,Blue",,
10902,0.430,0.661,105,NONE,"Garen,963,419,100.0,Blue",,
10905,0.430,0.661,180,NONE,"Garen,964,422,100.0,Blue",,
10908,0.430,0.657,255,NONE,"Garen,963,423,100.0,Blue",,
10911,0.430,0.654,105,NONE,"Garen,963,423,100.0,Blue",,
10914,0.430,0.650,75,NONE,"Garen,965,421,100.0,Blue",,
10917,0.430,0.650,285,NONE,"Garen,964,414,100.0,Blue",,
10920,0.430,0.647,90,NONE,"Garen,963,422,100.0,Blue",,
10923,0.430,0.643,90,NONE,"Garen,963,424,100.0,Blue|UNKNOWN,1061,229,100.0,Blue",,"BlueTower,1088,197,0.0,Blue"
10926,0.434,0.640,60,NONE,"Garen,963,417,100.0,Blue|UNKNOWN,1064,229,100.0,Blue",,"BlueTower,1085,210,0.0,Blue"
10929,0.434,0.640,0,NONE,"Garen,962,426,99.2,Blue|UNKNOWN,1057,230,100.0,Blue",,"BlueTower,1090,224,0.0,Blue"
10932,0.434,0.636,285,NONE,"Garen,962,431,99.2,Blue",,
10935,0.434,0.633,60,NONE,"Garen,961,442,99.2,Blue",,
10938,0.434,0.629,STOPPED,NONE,"Garen,962,449,99.2,Blue",,
10941,0.434,0.629,285,NONE,"Garen,964,421,96.0,Blue",,
10944,0.434,0.626,285,NONE,"Garen,964,408,100.0,Blue",,
10947,0.434,0.622,180,NONE,"Garen,964,436,97.7,Blue",,
10950,0.434,0.622,60,NONE,"Garen,961,419,100.0,Blue",,
10953,0.434,0.619,285,NONE,,,
10956,0.434,0.615,90,NONE,"Garen,960,425,100.0,Blue",,
10959,0.434,0.615,75,NONE,,,
10962,0.434,0.612,60,NONE,"Garen,963,417,100.0,Blue|UNKNOWN,1154,474,100.0,Blue",,
10965,0.437,0.608,75,NONE,,,
10968,0.437,0.605,45,NONE,"Garen,961,412,100.0,Blue|UNKNOWN,1150,526,100.0,Blue",,
10971,0.437,0.605,300,NONE,,,
10974,0.437,0.601,75,NONE,,,
10977,0.437,0.601,255,NONE,,,
10980,0.437,0.598,60,NONE,"Garen,962,431,100.0,Blue",,
10983,0.437,0.594,STOPPED,NONE,"Garen,959,424,100.0,Blue",,
10986,0.437,0.594,STOPPED,NONE,"Garen,958,421,100.0,Blue",,
10989,0.437,0.591,60,NONE,"Garen,962,431,100.0,Blue",,
10992,0.437,0.587,75,NONE,"Garen,964,411,100.0,Blue",,
10995,0.437,0.587,30,NONE,"Garen,964,415,98.4,Blue",,
10998,0.437,0.584,75,NONE,"Garen,961,417,100.0,Blue",,
11001,0.437,0.584,90,NONE,,,
11004,0.437,0.580,90,NONE,"Garen,962,424,99.2,Blue",,
11007,0.441,0.577,90,NONE,"Garen,961,422,99.2,Blue",,
11010,0.441,0.577,330,NONE,"Garen,961,418,98.4,Blue",,
11013,0.441,0.573,300,NONE,"Garen,962,422,95.3,Blue",,
11016,0.441,0.570,270,NONE,"Garen,962,431,100.0,Blue",,
11019,0.441,0.570,270,NONE,"Garen,962,429,100.0,Blue",,
11022,0.441,0.566,270,NONE,"Garen,961,429,100.0,Blue",,
11025,0.441,0.566,270,NONE,"Garen,960,427,100.0,Blue",,
11028,0.441,0.563,270,NONE,"Garen,962,433,95.3,Blue",,
11031,0.441,0.559,270,NONE,"Garen,963,446,100.0,Blue",,
11034,0.441,0.559,270,NONE,"Garen,961,445,100.0,Blue",,
11037,0.441,0.556,STOPPED,NONE,"Garen,962,438,100.0,Blue",,
11040,0.441,0.556,STOPPED,NONE,"Garen,964,439,100.0,Blue",,
11043,0.441,0.552,STOPPED,NONE,"Garen,964,434,100.0,Blue",,
11046,0.441,0.549,45,NONE,"Garen,963,435,100.0,Blue",,
11049,0.444,0.549,STOPPED,NONE,"Garen,962,438,100.0,Blue",,
11052,0.444,0.545,255,NONE,"Garen,961,438,100.0,Blue",,
11055,0.444,0.542,STOPPED,NONE,"Garen,962,443,98.4,Blue",,
11058,0.444,0.542,STOPPED,NONE,"Garen,962,447,99.2,Blue",,
11061,0.444,0.538,STOPPED,NONE,"Garen,962,445,100.0,Blue",,
11064,0.444,0.538,240,NONE,"Garen,962,439,100.0,Blue",,
11067,0.444,0.535,90,NONE,"Garen,963,442,100.0,Blue",,
11070,0.444,0.531,STOPPED,NONE,"Garen,965,435,99.2,Blue",,
11073,0.444,0.531,STOPPED,NONE,"Garen,963,440,99.2,Blue",,
11076,0.444,0.528,0,NONE,"Garen,962,438,99.2,Blue",,
11079,0.444,0.524,STOPPED,NONE,"Garen,963,435,95.3,Blue|UNKNOWN,1175,208,100.0,Blue",,
11082,0.444,0.524,STOPPED,NONE,"Garen,962,445,96.1,Blue",,
11085,0.444,0.521,150,NONE,"Garen,962,442,95.3,Blue",,
11088,0.444,0.521,STOPPED,NONE,"Garen,961,441,95.3,Blue",,
