frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
13410,0.409,0.811,105,NONE,,,
13413,0.409,0.804,105,NONE,,,
13416,0.409,0.801,105,NONE,,,
13419,0.406,0.797,285,NONE,"Garen,966,402,100.0,Blue",,
13422,0.406,0.794,285,NONE,"Garen,964,399,99.2,Blue",,
13425,0.406,0.790,270,NONE,"Garen,965,402,100.0,Blue",,
13428,0.409,0.787,270,NONE,,,
13431,0.409,0.783,15,NONE,,,
13434,0.409,0.780,180,NONE,,,
13437,0.409,0.780,180,NONE,,,
13440,0.409,0.776,60,NONE,,,
13443,0.409,0.773,300,NONE,,,
13446,0.413,0.769,60,NONE,,,
13449,0.413,0.766,165,NONE,,,
13452,0.413,0.762,STOPPED,NONE,,,
13455,0.413,0.759,120,NONE,,,
13458,0.416,0.755,120,NONE,,,
13461,0.416,0.752,75,NONE,,,
13464,0.416,0.748,90,NONE,,,
13467,0.416,0.745,120,NONE,,,
13470,0.420,0.745,STOPPED,NONE,"Garen,974,410,100.0,Blue",,
13473,0.420,0.741,75,NONE,"Garen,974,416,100.0,Blue|UNKNOWN,1814,380,100.0,Blue",,
13476,0.420,0.738,0,NONE,"Garen,969,422,100.0,Blue",,
13479,0.420,0.734,30,NONE,"Garen,968,420,96.8,Blue",,
13482,0.420,0.731,15,NONE,,,
13485,0.423,0.727,15,NONE,"Garen,966,425,98.4,Blue",,
13488,0.423,0.724,285,NONE,"Garen,965,418,100.0,Blue|UNKNOWN,1722,552,100.0,Blue",,"BlueTower,1667,529,0.0,Blue"
13491,0.423,0.720,30,NONE,"Garen,965,412,98.4,Blue",,
13494,0.423,0.717,60,NONE,"Garen,966,413,99.2,Blue",,
13497,0.423,0.713,0,NONE,"Garen,967,421,100.0,Blue",,
13500,0.423,0.710,75,NONE,"Garen,965,424,100.0,Blue",,
13503,0.423,0.706,75,NONE,"Garen,966,415,100.0,Blue",,
13506,0.423,0.703,STOPPED,NONE,"Garen,964,416,100.0,Blue",,
13509,0.427,0.699,300,NONE,"Garen,963,422,100.0,Blue",,
13512,0.427,0.696,285,NONE,"Garen,963,441,99.2,Blue",,
13515,0.427,0.692,255,NONE,"Garen,963,425,100.0,Blue",,
13518,0.427,0.689,30,NONE,"Garen,963,416,100.0,Blue",,
13521,0.427,0.689,75,NONE,"Garen,965,416,100.0,Blue",,
13524,0.427,0.685,45,NONE,"Garen,964,431,100.0,Blue",,
13527,0.427,0.682,STOPPED,NONE,,,
13530,0.427,0.678,15,NONE,"Garen,963,422,98.4,Blue",,
13533,0.427,0.675,75,NONE,"Garen,965,437,100.0,Blue",,
13536,0.427,0.671,90,NONE,"Garen,962,427,100.0,Blue",,
13539,0.427,0.671,STOPPED,NONE,"Garen,964,436,100.0,Blue",,
13542,0.430,0.668,135,NONE,"Garen,963,431,100.0,Blue",,
