frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
26850,0.675,0.301,60,NONE,"Garen,953,449,100.0,Red",,
26853,0.671,0.301,345,NONE,"Garen,950,446,100.0,Red",,
26856,0.668,0.301,180,NONE,"Garen,953,451,100.0,Red",,
26859,0.664,0.301,15,NONE,"Garen,952,444,100.0,Red",,
26862,0.661,0.301,STOPPED,NONE,"Garen,950,447,100.0,Red",,
26865,0.661,0.301,STOPPED,NONE,,,
26868,0.657,0.301,180,NONE,"Garen,950,451,100.0,Red",,
26871,0.654,0.301,180,NONE,,,
26874,0.650,0.304,150,NONE,,,
26877,0.650,0.304,150,NONE,"Garen,952,456,100.0,Red",,
26880,0.643,0.308,165,NONE,,,
26883,0.640,0.308,180,NONE,,,
26886,0.640,0.308,0,NONE,"Garen,951,450,100.0,Red",,
26889,0.633,0.308,180,NONE,,,
26892,0.633,0.311,180,NONE,,,
26895,0.629,0.308,15,NONE,"Garen,951,441,100.0,Red",,
26898,0.626,0.308,180,NONE,"Garen,952,449,100.0,Red",,
26901,0.622,0.308,180,NONE,,,
26904,0.619,0.308,300,NONE,"Garen,950,451,100.0,Red",,
26907,0.615,0.311,180,NONE,,,
26910,0.612,0.311,180,NONE,,,
26913,0.608,0.311,180,NONE,"Garen,950,443,100.0,Red",,
26916,0.605,0.311,180,NONE,"Garen,953,450,100.0,Red",,
26919,0.601,0.311,135,NONE,"Garen,952,452,100.0,Red",,
26922,0.601,0.311,STOPPED,NONE,"Garen,951,450,100.0,Red",,
26925,0.598,0.311,STOPPED,NONE,,,
26928,0.594,0.311,0,NONE,"Garen,953,450,100.0,Red",,
26931,0.591,0.311,210,NONE,"Garen,952,443,100.0,Red",,
26934,0.587,0.311,180,NONE,"Garen,953,452,100.0,Red|Garen,953,452,100.0,Red",,
26937,0.584,0.311,210,NONE,"Garen,952,453,100.0,Red",,
26940,0.580,0.315,STOPPED,NONE,,,
26943,0.577,0.315,210,NONE,,,
26946,0.577,0.315,195,NONE,"Garen,954,450,100.0,Red",,
26949,0.573,0.315,STOPPED,NONE,"Garen,953,443,100.0,Red",,
26952,0.570,0.315,195,NONE,,,
26955,0.566,0.315,180,NONE,,,"RedInhibitor,890,609,100.0,Red"
26958,0.563,0.315,STOPPED,NONE,,,"RedInhibitor,920,601,100.0,Red"
26961,0.559,0.315,STOPPED,NONE,,,"RedInhibitor,951,594,100.0,Red"
26964,0.559,0.315,180,NONE,,,"RedInhibitor,980,613,100.0,Red"
26967,0.556,0.315,180,NONE,"Garen,954,442,100.0,Red",,"RedInhibitor,1008,601,100.0,Red"
26970,0.552,0.315,180,NONE,"Garen,954,449,100.0,Red",,
26973,0.549,0.315,165,NONE,,,"RedTower,471,599,98.4,Red"
26976,0.545,0.318,150,NONE,"Garen,953,451,100.0,Red|UNKNOWN,530,599,100.0,Red",,"RedTower,512,593,95.5,Red"
26979,0.542,0.318,STOPPED,NONE,,,"RedTower,535,589,96.8,Red"
26982,0.542,0.318,165,NONE,,,
26985,0.538,0.318,165,NONE,"Garen,954,453,100.0,Red",,
26988,0.535,0.318,180,NONE,"Garen,953,449,100.0,Red",,
26991,0.531,0.318,180,NONE,"Garen,954,450,100.0,Red",,
26994,0.528,0.318,45,NONE,"Garen,953,456,100.0,Red",,
26997,0.528,0.318,180,NONE,"Garen,951,451,100.0,Red|Neeko,739,459,85.2,Red|UNKNOWN,826,578,100.0,Red",,"RedTower,776,575,100.0,Red"
27000,0.524,0.318,165,NONE,,,
27003,0.521,0.318,165,NONE,,,
27006,0.517,0.318,120,NONE,,,
27009,0.517,0.318,165,NONE,,,
27012,0.514,0.322,165,NONE,,,
27015,0.510,0.322,150,NONE,,,"RedTower,972,542,100.0,Red"
27018,0.507,0.322,135,NONE,,,"RedTower,1006,550,100.0,Red"
27021,0.507,0.322,180,NONE,,,
27024,0.503,0.322,165,NONE,,,
27027,0.500,0.322,135,NONE,,,
27030,0.497,0.322,STOPPED,NONE,"Garen,953,439,100.0,Red",,
27033,0.497,0.322,135,NONE,"Garen,953,441,100.0,Red",,
27036,0.493,0.322,120,NONE,"Garen,952,442,100.0,Red",,
27039,0.490,0.322,STOPPED,NONE,"Garen,953,449,100.0,Red",,
27042,0.490,0.322,165,NONE,"Garen,951,447,100.0,Red",,
27045,0.486,0.322,STOPPED,NONE,"Garen,953,442,100.0,Red",,
27048,0.483,0.322,135,NONE,,,
27051,0.483,0.322,135,NONE,,,
27054,0.479,0.325,120,NONE,"Garen,953,438,100.0,Red",,
27057,0.476,0.325,255,NONE,"Garen,954,441,100.0,Red",,
27060,0.476,0.325,180,NONE,"Garen,953,445,100.0,Red",,
27063,0.472,0.325,STOPPED,NONE,"Garen,953,448,100.0,Red",,
27066,0.469,0.325,300,NONE,"Garen,950,447,100.0,Red",,
27069,0.469,0.325,270,NONE,,,
27072,0.465,0.325,270,NONE,,,
27075,0.462,0.325,270,NONE,,,
27078,0.462,0.325,315,NONE,"Garen,956,456,100.0,Red",,
27081,0.458,0.325,270,NONE,"Garen,954,465,100.0,Red",,
27084,0.455,0.325,STOPPED,NONE,"Garen,952,466,100.0,Red",,
27087,0.455,0.325,STOPPED,NONE,"Garen,950,467,100.0,Red",,
27090,0.451,0.325,STOPPED,NONE,"Garen,951,467,100.0,Red|UNKNOWN,1836,490,100.0,Red",,
27093,0.448,0.325,STOPPED,NONE,,,
27096,0.448,0.325,105,NONE,"Garen,955,465,100.0,Red|UNKNOWN,1869,482,100.0,Red",,
27099,0.444,0.329,STOPPED,NONE,"Garen,955,460,100.0,Red",,
27102,0.441,0.329,15,NONE,"Garen,953,462,100.0,Red",,
27105,0.441,0.329,150,NONE,"Garen,953,466,100.0,Red",,
27108,0.437,0.329,180,NONE,"Garen,953,471,100.0,Red",,
27111,0.434,0.329,180,NONE,"Garen,950,470,100.0,Red",,
27114,0.430,0.329,STOPPED,NONE,"Garen,951,474,100.0,Red",,
27117,0.430,0.329,180,NONE,,,
27120,0.430,0.329,180,NONE,,,
27123,0.430,0.329,180,NONE,,,
27126,0.430,0.329,180,NONE,"Garen,952,463,100.0,Red",,
27129,0.430,0.329,180,NONE,"Garen,952,466,100.0,Red|Nunu,285,445,69.7,Red",,
27132,0.430,0.329,180,NONE,"Garen,953,470,100.0,Red",,
27135,0.430,0.329,STOPPED,NONE,"Garen,954,468,100.0,Red",,
27138,0.430,0.329,STOPPED,NONE,"Garen,953,474,100.0,Red",,
27141,0.430,0.329,STOPPED,NONE,,,
27144,0.430,0.329,STOPPED,NONE,"Garen,955,470,100.0,Red|Nunu,285,445,69.7,Red",,"RedTower,332,607,95.1,Red"
27147,0.430,0.329,STOPPED,NONE,"Garen,953,460,100.0,Red|UNKNOWN,407,623,100.0,Red",,"RedTower,401,608,98.4,Red"
27150,0.430,0.329,STOPPED,NONE,"Garen,953,464,100.0,Red",,
27153,0.671,0.210,STOPPED,NONE,"Garen,954,465,100.0,Red",,
27156,0.643,0.210,STOPPED,NONE,"Garen,954,465,100.0,Red|UNKNOWN,518,613,100.0,Red",,"RedTower,494,598,96.0,Red"
27159,0.640,0.210,STOPPED,NONE,"Garen,950,465,100.0,Red",,
27162,0.636,0.210,STOPPED,NONE,"Garen,953,471,100.0,Red",,
27165,0.633,0.210,STOPPED,NONE,,,
27168,0.633,0.210,STOPPED,NONE,"Garen,956,469,100.0,Red",,
27171,0.629,0.210,STOPPED,NONE,"Garen,954,459,100.0,Red|Neeko,739,459,85.2,Red",,"RedTower,646,589,98.3,Red"
27174,0.626,0.210,STOPPED,NONE,"Garen,954,465,100.0,Red",,
27177,0.626,0.210,STOPPED,NONE,"Garen,953,467,100.0,Red|Neeko,739,459,85.2,Red",,"RedTower,705,580,98.4,Red"
27180,0.622,0.210,STOPPED,NONE,"Garen,953,470,100.0,Red",,
27183,0.619,0.210,STOPPED,NONE,"Garen,954,470,100.0,Red|UNKNOWN,834,588,100.0,Red",,"RedTower,772,575,97.5,Red"
27186,0.619,0.210,STOPPED,NONE,"Garen,950,471,100.0,Red|UNKNOWN,855,585,100.0,Red",,"RedTower,804,575,100.0,Red"
