frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
26700,0.455,0.804,135,NONE,"Garen,1026,445,100.0,Blue",,
26703,0.455,0.804,30,NONE,,,"BlueTower,1289,145,11.6,Red"
26706,0.455,0.804,150,NONE,,,
26709,0.455,0.804,105,NONE,,,
26712,0.455,0.804,0,NONE,"Garen,1021,442,100.0,Blue|UNKNOWN,1147,231,100.0,Red",,"BlueTower,1168,154,13.8,Red"
26715,0.455,0.804,90,NONE,"Garen,1023,444,98.4,Blue",,
26718,0.455,0.804,STOPPED,NONE,"Garen,1021,447,98.4,Blue",,
26721,0.455,0.804,STOPPED,NONE,"Garen,1023,446,98.4,Blue",,
26724,0.245,0.934,315,NONE,,,
26727,0.266,0.930,0,NONE,"Garen,1017,440,86.6,Blue",,
26730,0.269,0.930,315,NONE,"Garen,1015,443,98.4,Blue",,
26733,0.269,0.930,345,NONE,,,"BlueTower,909,171,10.6,Red"
26736,0.273,0.930,15,NONE,,,
26739,0.276,0.930,30,NONE,"Garen,1012,445,99.2,Blue",,
26742,0.280,0.927,180,NONE,"Garen,1014,443,95.3,Blue",,
26745,0.283,0.927,STOPPED,NONE,"Garen,1012,449,96.1,Blue",,
26748,0.283,0.927,255,NONE,"Garen,1012,446,100.0,Blue",,
26751,0.287,0.927,300,NONE,"Garen,1012,443,93.8,Blue",,
26754,0.290,0.927,STOPPED,NONE,,,
26757,0.294,0.927,330,NONE,,,
26760,0.297,0.927,165,NONE,"Garen,1012,445,98.4,Blue",,
26763,0.301,0.927,345,NONE,"Garen,1011,445,97.6,Blue",,
26766,0.304,0.927,STOPPED,NONE,"Garen,1012,449,84.7,Blue",,
26769,0.308,0.927,300,NONE,"Garen,1011,446,99.2,Blue",,
26772,0.308,0.927,0,NONE,"Garen,1011,448,96.9,Blue",,
26775,0.311,0.923,180,NONE,"Garen,1011,446,98.4,Blue|UNKNOWN,337,231,100.0,Red",,"BlueTower,283,90,14.0,Red"
26778,0.315,0.920,30,NONE,"Garen,1009,449,96.8,Blue|UNKNOWN,436,233,100.0,Blue|UNKNOWN,296,233,100.0,Red",,"BlueTower,437,222,0.0,Blue|BlueTower,236,96,12.4,Red"
26781,0.318,0.920,STOPPED,NONE,"Garen,1009,441,96.1,Blue",,
26784,0.322,0.920,210,NONE,"Garen,1010,442,100.0,Blue|UNKNOWN,225,245,100.0,Red",,
26787,0.325,0.920,STOPPED,NONE,"Garen,1012,443,98.4,Blue|UNKNOWN,1857,557,100.0,Red",,
26790,0.325,0.916,0,NONE,"Garen,1009,446,99.2,Blue|UNKNOWN,155,255,100.0,Red",,
26793,0.329,0.916,195,NONE,"Garen,1011,448,99.2,Blue|UNKNOWN,125,258,100.0,Red",,
26796,0.332,0.916,STOPPED,NONE,"Garen,1011,454,100.0,Blue|UNKNOWN,81,266,100.0,Red",,
26799,0.336,0.916,STOPPED,NONE,"Garen,1012,441,96.9,Blue",,"BlueInhibitor,1042,608,96.9,Blue"
26802,0.339,0.916,0,NONE,"Garen,1009,443,99.2,Blue",,"BlueInhibitor,1017,616,99.2,Blue"
26805,0.343,0.916,255,NONE,,,"BlueTower,1596,574,15.6,Red"
26808,0.343,0.916,270,NONE,,,"BlueInhibitor,953,610,100.0,Blue"
26811,0.346,0.913,255,NONE,,,
26814,0.350,0.913,0,NONE,,,
26817,0.353,0.913,255,NONE,,,
26820,0.357,0.913,180,NONE,,,
26823,0.357,0.913,STOPPED,NONE,"Garen,1012,454,97.5,Blue",,
26826,0.360,0.913,0,NONE,,,
26829,0.364,0.913,195,NONE,,,
26832,0.367,0.913,0,NONE,,,
26835,0.371,0.913,180,NONE,,,
26838,0.374,0.913,45,NONE,,,
26841,0.374,0.913,180,NONE,,,
26844,0.378,0.913,STOPPED,NONE,,,
26847,0.381,0.913,STOPPED,NONE,,,
26850,0.385,0.913,195,NONE,,,"BlueTower,1032,601,100.0,Red"
26853,0.385,0.913,STOPPED,NONE,,,"BlueTower,1005,592,99.2,Blue"
26856,0.388,0.913,STOPPED,NONE,,,"BlueTower,966,606,97.6,Blue"
26859,0.392,0.913,STOPPED,"BlueTower,932,766",,,"BlueTower,931,606,15.1,Red"
26862,0.395,0.913,45,NONE,,,
26865,0.395,0.913,STOPPED,NONE,,,
26868,0.399,0.913,STOPPED,NONE,,,
26871,0.402,0.913,STOPPED,NONE,,,
26874,0.406,0.913,0,NONE,"Garen,1001,450,100.0,Blue",,
26877,0.406,0.913,90,NONE,"Garen,1002,448,98.4,Blue",,
26880,0.409,0.909,60,NONE,,,
26883,0.413,0.909,STOPPED,NONE,"Garen,998,450,100.0,Blue|UNKNOWN,578,653,100.0,Red",,
26886,0.413,0.909,270,NONE,"Garen,997,452,97.6,Blue|UNKNOWN,549,655,100.0,Red",,
26889,0.416,0.909,STOPPED,NONE,"Garen,999,451,98.4,Blue",,
26892,0.420,0.909,STOPPED,NONE,,,
26895,0.420,0.909,STOPPED,NONE,"Garen,998,447,98.4,Blue",,
26898,0.423,0.909,270,NONE,"Garen,999,447,97.6,Blue|UNKNOWN,403,660,100.0,Red",,
26901,0.427,0.909,STOPPED,NONE,"Garen,1000,446,95.2,Blue|UNKNOWN,366,662,100.0,Red",,
26904,0.427,0.909,STOPPED,NONE,,,
26907,0.430,0.909,STOPPED,"BlueTower,417,795","Garen,999,454,96.8,Blue|UNKNOWN,290,664,100.0,Red|UNKNOWN,426,664,100.0,Red",,"BlueTower,417,635,0.0,Red"
26910,0.434,0.909,255,NONE,"Garen,998,453,98.4,Blue|UNKNOWN,261,664,100.0,Red",,
26913,0.434,0.909,270,NONE,,,
26916,0.437,0.909,270,NONE,,,
26919,0.441,0.909,270,NONE,"Garen,1002,461,100.0,Blue|UNKNOWN,148,669,100.0,Red|UNKNOWN,277,669,100.0,Red",,"BlueTower,303,649,0.0,Red"
26922,0.441,0.909,STOPPED,NONE,"Garen,997,465,100.0,Blue",,
26925,0.444,0.909,0,NONE,"Garen,999,473,96.8,Blue",,
26928,0.448,0.909,0,NONE,"Garen,996,471,98.4,Blue",,
26931,0.451,0.909,0,NONE,"Garen,997,477,97.6,Blue",,
26934,0.451,0.909,STOPPED,NONE,"Garen,997,474,100.0,Blue",,
26937,0.455,0.909,STOPPED,NONE,"Garen,996,476,100.0,Blue|UNKNOWN,61,677,100.0,Blue",,
26940,0.458,0.909,STOPPED,NONE,,,
26943,0.458,0.909,STOPPED,NONE,"Garen,993,474,87.7,Blue|UNKNOWN,26,680,100.0,Blue",,
26946,0.462,0.909,STOPPED,NONE,"Garen,998,471,94.1,Blue",,
26949,0.465,0.909,0,NONE,"Garen,998,470,95.0,Blue",,
26952,0.465,0.909,180,NONE,"Garen,996,468,95.8,Blue",,
26955,0.469,0.909,STOPPED,NONE,"Garen,997,471,85.7,Blue",,
26958,0.472,0.909,180,NONE,"Garen,1001,464,86.1,Blue|UNKNOWN,1899,557,100.0,Red",,
26961,0.472,0.909,0,NONE,"Garen,1000,474,86.0,Blue|UNKNOWN,1884,559,100.0,Red",,
26964,0.476,0.906,0,NONE,,,
26967,0.479,0.906,0,NONE,"Garen,999,472,98.3,Blue|UNKNOWN,1852,557,100.0,Red",,
26970,0.479,0.906,STOPPED,NONE,"Garen,998,470,94.4,Blue|UNKNOWN,1835,558,100.0,Red",,
26973,0.483,0.906,0,NONE,"Garen,995,472,94.4,Blue",,
26976,0.486,0.906,0,NONE,"Garen,996,471,99.2,Blue",,
26979,0.486,0.906,0,NONE,"Garen,997,480,93.5,Blue",,
26982,0.490,0.906,0,NONE,"Garen,997,476,100.0,Blue",,
26985,0.493,0.906,0,NONE,,,
26988,0.493,0.906,0,NONE,,,"BlueTower,1595,548,15.2,Red"
26991,0.497,0.906,0,NONE,"Garen,994,475,100.0,Blue",,
26994,0.500,0.906,0,NONE,"Garen,997,471,99.2,Blue",,
26997,0.500,0.906,0,NONE,"Garen,995,473,99.2,Blue",,
27000,0.503,0.906,0,NONE,"Garen,995,472,95.9,Blue",,
27003,0.507,0.906,0,NONE,"Garen,995,473,100.0,Blue",,
27006,0.507,0.906,0,NONE,,,"BlueTower,1413,553,20.8,Red"
27009,0.510,0.906,0,NONE,,,"BlueTower,1390,553,16.1,Red"
27012,0.514,0.906,0,NONE,"Garen,1003,472,99.2,Blue|Aatrox,1328,432,23.1,Red",,"BlueTower,1356,555,13.0,Red"
27015,0.514,0.906,0,NONE,"Garen,1001,473,93.9,Blue",,
27018,0.517,0.906,0,NONE,"Garen,999,470,100.0,Blue",,
27021,0.521,0.906,0,NONE,,,
27024,0.524,0.906,0,NONE,"Garen,997,475,95.8,Blue",,
27027,0.524,0.906,0,NONE,"Garen,1004,474,94.0,Blue|UNKNOWN,1197,582,100.0,Red",,
27030,0.528,0.906,0,NONE,"Garen,1000,476,100.0,Blue",,
27033,0.531,0.906,0,NONE,,,
27036,0.531,0.906,0,NONE,,,
27039,0.535,0.906,0,NONE,,,
27042,0.538,0.906,0,NONE,,,"BlueTower,1053,572,100.0,Blue"
27045,0.538,0.906,0,NONE,,,"BlueTower,1032,555,89.8,Blue"
27048,0.538,0.906,0,NONE,,"Blue Caster,1851,154,94.9,Red","BlueTower,1004,567,91.7,Blue"
27051,0.528,0.906,0,NONE,,,"BlueTower,980,570,100.0,Blue"
27054,0.531,0.906,0,NONE,,,
27057,0.552,0.902,STOPPED,NONE,,,
27060,0.542,0.902,STOPPED,NONE,"Garen,1010,466,100.0,Blue|UNKNOWN,774,599,100.0,Red",,
27063,0.559,0.902,0,NONE,"Garen,1007,467,99.2,Blue|UNKNOWN,735,601,100.0,Red",,
27066,0.559,0.902,0,NONE,"Garen,1006,462,98.4,Blue",,
27069,0.563,0.902,0,NONE,,,
27072,0.566,0.902,0,NONE,,,
27075,0.570,0.902,0,NONE,"Garen,1009,466,96.9,Blue",,
27078,0.570,0.902,0,NONE,"Garen,1009,463,100.0,Blue",,
27081,0.573,0.899,0,NONE,"Garen,1009,462,100.0,Blue",,
27084,0.577,0.902,0,NONE,,,
27087,0.573,0.902,345,NONE,"Garen,1006,466,100.0,Blue|UNKNOWN,398,617,100.0,Red",,
27090,0.584,0.902,STOPPED,NONE,"Garen,1000,470,100.0,Blue",,
27093,0.587,0.902,195,NONE,,,
27096,0.591,0.902,210,NONE,"JarvanIV,945,433,96.8,Blue","Blue Caster,1441,182,0.0,Blue",
27099,0.594,0.899,STOPPED,NONE,"Garen,982,479,97.5,Blue",,
27102,0.598,0.899,180,NONE,,,
27105,0.594,0.899,195,NONE,,,
27108,0.591,0.899,120,NONE,,,
27111,0.587,0.899,150,NONE,"Garen,959,473,99.2,Blue",,
27114,0.608,0.892,STOPPED,"Blue Melee,1401,219","Garen,950,474,98.4,Blue|UNKNOWN,1468,207,100.0,Blue","Blue Melee,1400,183,55.2,Red",
27117,0.612,0.895,STOPPED,NONE,,,
27120,0.612,0.892,60,NONE,"Garen,939,485,100.0,Blue|Ziggs,72,620,62.7,Blue|UNKNOWN,1458,225,100.0,Blue",,
27123,0.615,0.892,330,NONE,"Garen,938,480,97.7,Blue|UNKNOWN,1466,237,100.0,Blue|UNKNOWN,1892,214,100.0,Blue",,
27126,0.615,0.888,0,NONE,"JarvanIV,1476,145,60.3,Blue|Garen,935,476,97.6,Blue",,
27129,0.619,0.888,0,NONE,"Garen,932,474,100.0,Blue|JarvanIV,1481,150,59.7,Blue",,
27132,0.619,0.885,345,NONE,"Garen,932,475,96.8,Blue|JarvanIV,1481,150,59.7,Blue",,
27135,0.629,0.885,0,NONE,"Garen,930,478,98.4,Blue|JarvanIV,1459,185,59.5,Blue",,
27138,0.622,0.881,STOPPED,NONE,"Garen,927,478,99.2,Blue|JarvanIV,1419,203,60.2,Blue",,
27141,0.622,0.881,330,NONE,"JarvanIV,1394,218,58.3,Blue","Red Melee,1239,281,42.6,Red",
27144,0.633,0.885,STOPPED,NONE,,,
27147,0.633,0.885,150,NONE,,,
27150,0.629,0.885,255,NONE,"JarvanIV,1352,276,57.0,Blue|UNKNOWN,1877,319,100.0,Blue|Garen,927,478,99.2,Blue",,
27153,0.629,0.885,315,NONE,,,
27156,0.633,0.881,75,NONE,"Bard,1829,251,86.0,Blue|Garen,927,478,99.2,Blue|UNKNOWN,1350,357,100.0,Blue",,
27159,0.633,0.881,90,NONE,"Garen,925,495,100.0,Blue|JarvanIV,1354,258,56.6,Blue|Bard,1810,254,86.8,Blue",,
27162,0.633,0.881,STOPPED,NONE,"Garen,925,516,96.1,Blue|JarvanIV,1354,258,56.6,Blue",,
27165,0.633,0.881,75,NONE,"Garen,926,502,100.0,Blue|UNKNOWN,1801,344,100.0,Blue","Red Melee,1194,332,26.2,Red",
27168,0.647,0.871,345,NONE,"Garen,925,500,99.2,Blue|Bard,1772,257,79.5,Blue|JarvanIV,1351,275,56.9,Blue",,
27171,0.650,0.871,15,NONE,"Bard,1746,268,79.8,Blue|Garen,921,500,99.2,Blue","Blue Melee,1863,143,0.0,Blue",
27174,0.650,0.871,0,NONE,"Bard,1729,261,78.7,Blue","Blue Melee,1843,150,0.0,Blue",
27177,0.654,0.871,345,NONE,"JarvanIV,1335,299,59.1,Blue|Garen,921,500,99.2,Blue|UNKNOWN,1700,363,100.0,Blue",,
27180,0.668,0.871,345,NONE,"Garen,900,504,100.0,Blue|UNKNOWN,1672,372,100.0,Blue|JarvanIV,1335,299,59.1,Blue","Blue Melee,1795,159,0.0,Blue",
27183,0.668,0.871,345,NONE,"Garen,893,505,96.0,Blue|UNKNOWN,1883,247,100.0,Red","Blue Caster,1874,161,23.7,Red",
27186,0.671,0.867,345,NONE,,,
27189,0.671,0.867,345,NONE,"UNKNOWN,1859,252,100.0,Red|UNKNOWN,1862,258,100.0,Red|JarvanIV,1335,299,59.1,Blue",,
27192,0.675,0.871,345,NONE,"Garen,880,506,98.3,Blue|UNKNOWN,1844,261,100.0,Red|UNKNOWN,1615,399,100.0,Blue",,
27195,0.685,0.867,0,NONE,"JarvanIV,1311,319,63.2,Blue|Bard,1604,298,79.2,Blue|Garen,880,506,98.3,Blue|UNKNOWN,1821,265,100.0,Red",,
27198,0.678,0.867,45,NONE,"Bard,1599,304,74.4,Blue|JarvanIV,1310,316,58.3,Blue|Garen,880,506,98.3,Blue",,
27201,0.689,0.867,75,NONE,"Garen,877,501,100.0,Blue|JarvanIV,1306,319,51.9,Blue|UNKNOWN,1778,269,100.0,Red|Bard,1599,304,74.4,Blue","Red Caster,1720,170,26.2,Red",
27204,0.689,0.864,345,NONE,"UNKNOWN,1752,270,100.0,Red|UNKNOWN,872,601,100.0,Blue",,
27207,0.696,0.864,345,NONE,"JarvanIV,1298,345,63.3,Blue|UNKNOWN,1545,402,100.0,Blue|Garen,877,501,100.0,Blue|UNKNOWN,1734,276,100.0,Red",,
27210,0.689,0.864,0,NONE,"JarvanIV,1276,355,59.8,Blue|UNKNOWN,1522,402,100.0,Blue|Garen,877,501,100.0,Blue",,
27213,0.692,0.864,0,NONE,"UNKNOWN,1509,401,100.0,Blue",,
27216,0.692,0.864,0,NONE,,,
27219,0.696,0.860,0,NONE,,,
27222,0.699,0.860,0,NONE,,,
27225,0.699,0.860,345,NONE,"Garen,868,498,97.5,Blue|UNKNOWN,1601,306,100.0,Red|UNKNOWN,1328,383,100.0,Blue",,
27228,0.699,0.857,315,NONE,,,
27231,0.703,0.857,345,NONE,,,
27234,0.710,0.857,345,NONE,,,
27237,0.713,0.857,300,NONE,,,
27240,0.713,0.864,0,NONE,,,
27243,0.717,0.864,15,NONE,,,
27246,0.713,0.864,15,NONE,"Bard,1195,407,72.9,Blue|UNKNOWN,1503,273,100.0,Red|Garen,868,498,97.5,Blue","Blue Cannon,1257,265,0.0,Blue",
27249,0.720,0.853,30,NONE,"Bard,1168,408,73.5,Blue|Garen,836,513,100.0,Blue","Red Melee,1348,247,25.8,Red|Blue Caster,1233,258,0.0,Blue",
27252,0.717,0.857,315,NONE,,,
27255,0.720,0.857,0,NONE,,"Red Melee,1306,266,23.3,Red",
27258,0.720,0.857,345,NONE,,,
27261,0.724,0.853,345,NONE,"Garen,838,505,96.5,Blue|UNKNOWN,1256,350,100.0,Blue",,
27264,0.724,0.853,345,NONE,,,
27267,0.727,0.853,345,NONE,"UNKNOWN,816,519,100.0,Blue|UNKNOWN,1540,1195,100.0,Blue|UNKNOWN,1230,356,100.0,Blue",,
27270,0.727,0.853,345,NONE,"Garen,812,406,99.2,Blue|Bard,982,469,65.8,Blue|UNKNOWN,808,500,100.0,Blue|UNKNOWN,1335,307,100.0,Red",,
27273,0.727,0.850,345,NONE,"Garen,812,435,99.2,Blue|Ziggs,1510,1005,88.1,Blue|Bard,985,473,66.1,Blue|UNKNOWN,1331,301,100.0,Red|UNKNOWN,806,525,100.0,Blue",,
27276,0.731,0.850,0,NONE,"Garen,812,435,99.2,Blue|UNKNOWN,987,559,100.0,Blue|UNKNOWN,1202,355,100.0,Blue",,
27279,0.731,0.853,345,NONE,"Garen,812,435,99.2,Blue",,
27282,0.727,0.843,345,NONE,"Bard,1008,474,62.8,Blue|JarvanIV,1532,170,39.8,Red|Ziggs,1506,902,96.6,Blue|Garen,812,435,99.2,Blue",,
27285,0.727,0.843,150,NONE,"Bard,1024,471,66.4,Blue|Garen,812,435,99.2,Blue",,
27288,0.731,0.853,90,NONE,"Garen,830,501,85.0,Blue|Ziggs,1495,819,92.7,Blue|Bard,1031,456,66.4,Blue|JarvanIV,1532,170,39.8,Red|UNKNOWN,1220,331,100.0,Blue",,
27291,0.731,0.853,60,NONE,"Garen,837,491,97.5,Blue|Bard,1040,453,65.3,Blue|Ziggs,1475,764,93.5,Blue|UNKNOWN,1223,325,100.0,Blue",,
27294,0.731,0.853,0,NONE,"Ziggs,1465,752,89.8,Blue|Bard,1048,451,63.6,Blue|Garen,837,491,97.5,Blue",,
27297,0.731,0.853,150,NONE,"Bard,1052,449,63.7,Blue|UNKNOWN,847,591,100.0,Blue",,
27300,0.727,0.846,195,NONE,"Bard,1052,452,66.1,Blue|UNKNOWN,852,591,100.0,Blue|UNKNOWN,1230,309,100.0,Blue","Blue Cannon,1163,278,25.4,Red",
27303,0.727,0.846,345,NONE,"Garen,856,498,94.4,Blue|Bard,1054,452,64.4,Blue|UNKNOWN,1465,782,100.0,Blue",,
27306,0.727,0.846,30,NONE,"Ziggs,1469,635,93.5,Blue|Bard,1051,426,61.9,Blue|UNKNOWN,856,596,100.0,Blue|UNKNOWN,1238,297,100.0,Blue","Red Melee,1122,285,27.4,Red",
27309,0.738,0.850,345,NONE,"Garen,856,507,94.5,Blue|Bard,1047,429,66.1,Blue|Ziggs,1469,629,95.0,Blue|UNKNOWN,1237,284,100.0,Blue","Red Melee,1110,285,53.3,Red",
27312,0.738,0.850,345,NONE,"Garen,851,510,97.6,Blue|Bard,1029,429,66.4,Blue|JarvanIV,1532,170,39.8,Red|UNKNOWN,1227,278,100.0,Blue","Blue Melee,977,304,73.3,Blue",
27315,0.741,0.850,0,NONE,"Ziggs,1468,575,96.6,Blue|UNKNOWN,1758,357,100.0,Red|JarvanIV,1532,170,39.8,Red|UNKNOWN,848,607,100.0,Blue|UNKNOWN,1227,272,100.0,Blue",,
27318,0.741,0.846,300,NONE,,,
27321,0.741,0.846,120,NONE,"Garen,845,516,97.4,Blue|Ziggs,1445,601,93.4,Blue|Bard,1023,382,63.3,Blue|UNKNOWN,1765,343,100.0,Red|UNKNOWN,1229,271,100.0,Blue|JarvanIV,1532,170,39.8,Red",,
27324,0.745,0.846,225,NONE,,,
27327,0.745,0.846,270,NONE,"Ziggs,1423,581,96.6,Blue|UNKNOWN,1248,280,100.0,Blue|UNKNOWN,1788,349,100.0,Red|UNKNOWN,1043,477,100.0,Blue|Garen,845,516,97.4,Blue",,
27330,0.745,0.846,315,NONE,"UNKNOWN,1628,327,100.0,Red|UNKNOWN,1254,287,100.0,Blue|UNKNOWN,1796,356,100.0,Red|Ziggs,1423,581,96.6,Blue",,
27333,0.748,0.846,15,NONE,"Garen,847,511,97.3,Blue|Bard,1057,354,63.1,Blue|UNKNOWN,1805,361,100.0,Red|UNKNOWN,1261,289,100.0,Blue|UNKNOWN,1634,330,100.0,Red",,
27336,0.748,0.846,300,NONE,"Ziggs,1424,672,95.8,Blue|Garen,857,510,99.1,Blue|UNKNOWN,1643,332,100.0,Red|UNKNOWN,1816,361,100.0,Red|UNKNOWN,1265,297,100.0,Blue|UNKNOWN,1073,450,100.0,Blue",,
27339,0.752,0.846,105,NONE,,,
27342,0.752,0.846,300,NONE,"Ziggs,1407,736,95.2,Blue|Garen,864,491,98.3,Blue|UNKNOWN,1267,305,100.0,Blue|UNKNOWN,1066,430,100.0,Blue|UNKNOWN,1635,324,100.0,Red|UNKNOWN,1803,347,100.0,Red",,
