frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
18750,0.402,0.836,STOPPED,NONE,"Garen,956,461,100.0,Blue",,
18753,0.402,0.836,STOPPED,NONE,"Garen,957,459,100.0,Blue",,
18756,0.402,0.836,STOPPED,NONE,"Garen,956,463,100.0,Blue",,
18759,0.402,0.836,STOPPED,NONE,"Garen,956,461,100.0,Blue",,
18762,0.402,0.836,STOPPED,NONE,"Garen,954,460,100.0,Blue",,
18765,0.402,0.836,STOPPED,NONE,"Garen,953,459,100.0,Blue",,
18768,0.402,0.836,STOPPED,NONE,"Garen,953,458,100.0,Blue",,
18771,0.402,0.836,STOPPED,NONE,"Garen,954,456,100.0,Blue",,
18774,0.402,0.836,STOPPED,NONE,"Garen,954,456,100.0,Blue",,
18777,0.402,0.836,STOPPED,NONE,"Garen,954,458,100.0,Blue",,
18780,0.402,0.836,STOPPED,NONE,"Garen,955,458,100.0,Blue",,
18783,0.402,0.836,STOPPED,NONE,"Garen,956,461,100.0,Blue",,
18786,0.402,0.836,240,NONE,"Garen,955,460,100.0,Blue",,
18789,0.402,0.836,STOPPED,NONE,"Garen,955,457,100.0,Blue",,
18792,0.402,0.836,STOPPED,NONE,,,
18795,0.402,0.836,STOPPED,NONE,,,
18798,0.402,0.836,STOPPED,NONE,"Garen,954,457,100.0,Blue",,
18801,0.402,0.836,STOPPED,NONE,"Garen,955,456,100.0,Blue",,
18804,0.402,0.836,STOPPED,NONE,"Garen,955,456,99.2,Blue",,
18807,0.402,0.836,90,NONE,"Garen,956,458,99.2,Blue",,
18810,0.402,0.836,STOPPED,NONE,"Garen,954,459,100.0,Blue",,
18813,0.402,0.836,STOPPED,NONE,"Garen,954,457,99.2,Blue",,
18816,0.402,0.836,STOPPED,NONE,"Garen,955,458,100.0,Blue",,
18819,0.402,0.836,STOPPED,NONE,"Garen,955,459,100.0,Blue",,
18822,0.402,0.836,STOPPED,NONE,"Garen,955,459,100.0,Blue",,
18825,0.402,0.836,STOPPED,NONE,"Garen,956,455,100.0,Blue",,
18828,0.402,0.836,STOPPED,NONE,,,
18831,0.402,0.836,STOPPED,NONE,"Garen,957,457,100.0,Blue",,
18834,0.402,0.836,STOPPED,NONE,"Garen,958,460,100.0,Blue",,
18837,0.402,0.836,STOPPED,NONE,"Garen,958,462,100.0,Blue",,
18840,0.402,0.836,STOPPED,NONE,,,
18843,0.402,0.836,STOPPED,NONE,,,
18846,0.402,0.836,STOPPED,NONE,,,
18849,0.402,0.836,STOPPED,NONE,,,
18852,0.402,0.836,STOPPED,NONE,,,
18855,0.402,0.836,STOPPED,NONE,,,
18858,0.402,0.836,STOPPED,NONE,,,
18861,0.402,0.836,STOPPED,NONE,,,
18864,0.402,0.836,STOPPED,NONE,,,
18867,0.402,0.836,STOPPED,NONE,,,
18870,0.402,0.836,STOPPED,NONE,,,
18873,0.402,0.836,STOPPED,NONE,,,
18876,0.402,0.836,STOPPED,NONE,,,
18879,0.402,0.836,STOPPED,NONE,,,
18882,0.402,0.836,STOPPED,NONE,,,
18885,0.402,0.836,STOPPED,NONE,,,
18888,0.402,0.836,STOPPED,NONE,"Garen,956,460,100.0,Blue",,
18891,0.402,0.836,STOPPED,NONE,"Garen,958,453,100.0,Blue",,
18894,0.402,0.836,STOPPED,NONE,,,
18897,0.402,0.836,0,NONE,"Garen,964,444,100.0,Blue",,
18900,0.402,0.836,0,NONE,"Garen,976,411,98.4,Blue",,
18903,0.406,0.836,345,NONE,"Garen,988,396,97.6,Blue",,
18906,0.406,0.832,330,NONE,"Garen,1001,387,100.0,Blue",,
18909,0.406,0.832,315,NONE,"Garen,1011,372,98.3,Blue",,
18912,0.406,0.832,315,NONE,,,
18915,0.409,0.829,315,NONE,"Garen,1014,346,100.0,Blue",,
18918,0.409,0.825,315,NONE,"Garen,1001,335,100.0,Blue",,
18921,0.409,0.825,300,NONE,,,
18924,0.413,0.822,60,NONE,,,
18927,0.413,0.815,300,NONE,,,
18930,0.413,0.811,345,NONE,,,
18933,0.416,0.808,300,NONE,,,
18936,0.416,0.804,240,NONE,"Garen,973,396,100.0,Blue",,
18939,0.416,0.801,285,NONE,,,
18942,0.413,0.797,270,NONE,"Garen,971,411,95.8,Blue",,
18945,0.413,0.794,STOPPED,NONE,,,
18948,0.416,0.790,285,NONE,,,
18951,0.416,0.787,255,NONE,,,
18954,0.416,0.783,15,NONE,,,
