frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
21480,0.273,0.213,60,NONE,"Garen,956,425,53.6,Red",,
21483,0.273,0.213,STOPPED,NONE,"Garen,957,433,54.3,Red",,
21486,0.273,0.213,STOPPED,NONE,"Garen,954,451,53.5,Red",,
21489,0.273,0.213,STOPPED,NONE,"Garen,953,443,57.1,Red",,
21492,0.273,0.213,STOPPED,NONE,"Garen,954,447,68.6,Red",,
21495,0.273,0.213,STOPPED,NONE,,,
21498,0.273,0.213,STOPPED,NONE,"Garen,950,421,66.7,Red",,
21501,0.273,0.213,STOPPED,NONE,,,
21504,0.273,0.213,STOPPED,NONE,"Garen,954,414,75.4,Red",,
21507,0.273,0.213,STOPPED,NONE,,,
21510,0.273,0.213,165,NONE,,,
21513,0.741,0.290,STOPPED,NONE,"Garen,953,418,72.5,Red",,
21516,0.717,0.294,STOPPED,NONE,,,
21519,0.713,0.294,STOPPED,NONE,,,
21522,0.710,0.294,STOPPED,NONE,"Garen,952,420,79.5,Red",,
21525,0.706,0.294,STOPPED,NONE,"Garen,953,443,85.8,Red",,
21528,0.703,0.294,STOPPED,NONE,,,
21531,0.699,0.294,STOPPED,NONE,"Garen,953,434,85.0,Red",,
21534,0.699,0.294,STOPPED,NONE,"Garen,956,444,87.1,Red",,
21537,0.696,0.294,255,NONE,,,
21540,0.692,0.294,255,NONE,"Garen,953,440,87.1,Red",,
21543,0.685,0.294,255,NONE,"Garen,955,443,88.2,Red",,
21546,0.685,0.294,285,NONE,"Garen,957,457,88.3,Red",,
21549,0.678,0.294,STOPPED,NONE,,,
21552,0.675,0.297,120,NONE,,,
21555,0.675,0.297,STOPPED,NONE,,,
21558,0.671,0.297,STOPPED,NONE,,,
21561,0.668,0.297,165,NONE,"Garen,950,452,90.2,Red",,
21564,0.668,0.297,STOPPED,NONE,,,
21567,0.661,0.297,STOPPED,NONE,"Garen,952,450,90.9,Red",,
21570,0.657,0.297,180,NONE,,,
21573,0.654,0.297,165,NONE,"Garen,954,466,93.9,Red",,
21576,0.650,0.297,150,NONE,"Garen,955,460,90.1,Red",,
21579,0.647,0.297,STOPPED,NONE,"Garen,950,456,91.5,Red",,
21582,0.643,0.297,180,NONE,,,
21585,0.640,0.297,STOPPED,NONE,"Garen,956,465,91.5,Red",,
21588,0.636,0.301,180,NONE,,,
21591,0.636,0.301,180,NONE,"Garen,954,452,92.4,Red",,
21594,0.629,0.301,180,NONE,"Garen,954,464,90.2,Red",,
21597,0.626,0.297,0,NONE,"Garen,952,454,90.3,Red",,
21600,0.622,0.297,180,NONE,"Garen,952,461,91.0,Red",,
21603,0.619,0.301,180,NONE,"Garen,953,461,90.9,Red",,
21606,0.615,0.301,180,NONE,"Garen,950,468,91.0,Red",,
21609,0.612,0.301,180,NONE,"Garen,952,465,91.1,Red",,
21612,0.608,0.301,225,NONE,"Garen,952,467,91.7,Red",,
21615,0.605,0.301,180,NONE,"Garen,953,468,91.1,Red",,
21618,0.601,0.301,45,NONE,"Garen,954,455,90.3,Red",,
21621,0.598,0.301,STOPPED,NONE,"Garen,953,466,91.9,Red",,
21624,0.594,0.301,180,NONE,"Garen,954,467,91.9,Red",,
21627,0.591,0.301,180,NONE,"Garen,953,460,91.8,Red",,
21630,0.587,0.301,180,NONE,"Garen,952,456,92.6,Red",,
21633,0.584,0.301,0,NONE,"Garen,951,466,91.9,Red",,
21636,0.580,0.301,165,NONE,"Garen,953,458,91.1,Red",,
21639,0.577,0.301,195,NONE,"Garen,954,462,91.8,Red",,
21642,0.573,0.301,STOPPED,NONE,"Garen,954,464,93.3,Red",,
21645,0.570,0.301,165,NONE,,,
21648,0.566,0.301,315,NONE,"Garen,952,465,92.0,Red",,
21651,0.563,0.301,STOPPED,NONE,"Garen,952,460,92.7,Red",,
21654,0.559,0.301,0,NONE,"Garen,951,452,92.1,Red",,"RedInhibitor,967,765,92.1,Red"
21657,0.556,0.301,0,NONE,"Garen,950,465,92.9,Red",,
21660,0.552,0.301,180,NONE,"Garen,945,450,92.7,Red",,
21663,0.549,0.301,STOPPED,NONE,"Garen,949,455,91.9,Red",,
21666,0.545,0.301,165,NONE,"Garen,954,453,94.2,Red",,
21669,0.545,0.301,STOPPED,NONE,"Garen,953,457,92.7,Red",,
21672,0.542,0.301,270,NONE,"Garen,950,458,97.4,Red",,
21675,0.538,0.301,180,NONE,,,
21678,0.535,0.301,180,NONE,,,
21681,0.531,0.301,255,NONE,"Garen,951,457,93.5,Red",,
21684,0.531,0.301,240,NONE,"Garen,953,460,93.5,Red",,
21687,0.528,0.301,180,NONE,"Garen,953,453,93.5,Red",,
21690,0.524,0.301,150,NONE,"Garen,953,453,94.2,Red",,
21693,0.521,0.304,STOPPED,NONE,,,
21696,0.517,0.304,STOPPED,NONE,,,
21699,0.517,0.304,60,NONE,"Garen,953,464,95.2,Red",,
21702,0.514,0.304,STOPPED,NONE,,,
21705,0.510,0.304,45,NONE,"Garen,950,458,95.9,Red",,
21708,0.507,0.304,30,NONE,"Garen,952,460,95.2,Red",,
21711,0.503,0.304,300,NONE,"Garen,950,460,95.2,Red",,
21714,0.503,0.304,165,NONE,"Garen,952,465,96.0,Red",,
21717,0.500,0.304,105,NONE,"Garen,952,455,94.4,Red",,
21720,0.497,0.304,90,NONE,"Garen,952,444,94.5,Red",,
21723,0.497,0.304,STOPPED,NONE,"Garen,953,448,93.8,Red",,
21726,0.493,0.304,345,NONE,"Garen,950,446,94.4,Red",,
21729,0.490,0.304,210,NONE,"Garen,954,452,94.4,Red",,
21732,0.490,0.304,210,NONE,"Garen,953,451,95.2,Red",,
21735,0.483,0.301,180,NONE,"Garen,953,443,97.5,Red",,
21738,0.483,0.304,105,NONE,"Garen,954,439,96.7,Red",,
21741,0.483,0.304,180,NONE,"Garen,953,449,96.8,Red",,
21744,0.476,0.301,270,NONE,"Garen,953,448,96.7,Red",,
21747,0.476,0.304,270,NONE,"Garen,952,446,96.8,Red",,
21750,0.472,0.304,225,NONE,"Garen,952,467,97.5,Red",,
21753,0.472,0.304,180,NONE,"Garen,956,470,96.0,Red",,
21756,0.469,0.304,270,NONE,"Garen,952,456,95.3,Red",,
21759,0.465,0.304,300,NONE,"Garen,952,470,96.1,Red",,
21762,0.465,0.304,270,NONE,"Garen,954,481,95.2,Red",,
21765,0.462,0.304,270,NONE,"Garen,954,474,96.0,Red",,
21768,0.458,0.304,345,NONE,"Garen,953,476,98.3,Red",,
21771,0.455,0.304,15,NONE,"Garen,953,465,98.3,Red",,
21774,0.455,0.304,195,NONE,"Garen,952,462,97.5,Red",,
21777,0.451,0.304,135,NONE,"Garen,954,471,100.0,Red",,
21780,0.448,0.304,45,NONE,"Garen,952,465,96.7,Red",,
21783,0.448,0.304,210,NONE,"Garen,953,478,98.3,Red",,
21786,0.444,0.304,180,NONE,"Garen,954,476,97.6,Red",,
21789,0.441,0.304,240,NONE,"Garen,953,477,98.3,Red",,
21792,0.441,0.304,45,NONE,"Garen,955,461,97.5,Red",,
21795,0.437,0.304,285,NONE,"Garen,953,471,97.5,Red",,
21798,0.434,0.304,180,NONE,"Garen,954,470,97.6,Red",,
21801,0.434,0.304,180,NONE,"Garen,955,476,98.4,Red",,
21804,0.430,0.304,180,NONE,"Garen,952,471,98.4,Red",,
21807,0.427,0.304,345,NONE,"Garen,951,479,98.4,Red",,
21810,0.427,0.304,180,NONE,"Garen,954,477,98.4,Red",,
21813,0.423,0.304,180,NONE,"Garen,954,476,98.4,Red",,
21816,0.420,0.304,180,NONE,"Garen,956,477,98.4,Red",,
21819,0.420,0.304,45,NONE,"Garen,952,466,97.6,Red",,
21822,0.416,0.304,180,NONE,"Garen,956,476,97.6,Red",,
21825,0.413,0.304,180,NONE,"Garen,954,478,99.2,Red",,
21828,0.413,0.304,180,NONE,"Garen,949,472,98.4,Red",,
21831,0.409,0.304,180,NONE,"Garen,952,476,98.4,Red",,
21834,0.406,0.304,180,NONE,"Garen,954,476,99.2,Red",,
21837,0.406,0.304,75,NONE,"Garen,954,477,97.6,Red",,
21840,0.402,0.304,105,NONE,"Garen,952,472,98.4,Red",,
21843,0.399,0.304,STOPPED,NONE,"Garen,953,472,99.2,Red",,
21846,0.399,0.304,180,NONE,"Garen,953,469,100.0,Red",,
21849,0.395,0.304,105,NONE,"Garen,955,473,98.4,Red",,
21852,0.392,0.304,180,NONE,"Garen,950,468,99.2,Red",,
