frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
3,0.745,0.294,STOPPED,NONE,,,
6,0.745,0.294,STOPPED,NONE,,,
9,0.745,0.294,STOPPED,NONE,,,
12,0.745,0.294,STOPPED,NONE,,,
15,0.745,0.294,STOPPED,NONE,,,
18,0.745,0.294,STOPPED,NONE,,,
21,0.745,0.294,STOPPED,NONE,,,
24,0.745,0.294,STOPPED,NONE,,,
27,0.745,0.294,STOPPED,NONE,,,
30,0.745,0.294,STOPPED,NONE,,,
33,0.745,0.294,STOPPED,NONE,,,
36,0.745,0.294,STOPPED,NONE,,,
39,0.745,0.294,STOPPED,NONE,,,
42,0.745,0.294,STOPPED,NONE,,,
45,0.745,0.294,STOPPED,NONE,,,
48,0.745,0.294,STOPPED,NONE,,,
51,0.745,0.294,STOPPED,NONE,,,
54,0.745,0.294,STOPPED,NONE,,,
57,0.745,0.294,STOPPED,NONE,,,
60,0.745,0.294,STOPPED,NONE,,,
63,0.745,0.294,STOPPED,NONE,,,
66,0.745,0.294,STOPPED,NONE,,,
69,0.745,0.294,STOPPED,NONE,,,
72,0.745,0.294,STOPPED,NONE,,,
75,0.745,0.294,STOPPED,NONE,,,
78,0.745,0.294,STOPPED,NONE,,,
81,0.745,0.294,STOPPED,NONE,,,
84,0.745,0.294,STOPPED,NONE,,,
87,0.745,0.294,STOPPED,NONE,,,
90,0.745,0.294,STOPPED,NONE,,,
93,0.745,0.294,STOPPED,NONE,,,
96,0.745,0.294,STOPPED,NONE,,,
99,0.745,0.294,STOPPED,NONE,,,
102,0.745,0.294,STOPPED,NONE,,,
105,0.745,0.294,STOPPED,NONE,,,
108,0.745,0.294,STOPPED,NONE,,,
111,0.745,0.294,STOPPED,NONE,,,
114,0.741,0.294,180,NONE,,,
117,0.741,0.294,180,NONE,,,
120,0.741,0.294,180,NONE,,,
123,0.738,0.294,180,NONE,,,
126,0.738,0.294,180,NONE,,,
129,0.734,0.294,180,NONE,,,
132,0.734,0.294,180,NONE,,,
135,0.734,0.294,180,NONE,,,
138,0.731,0.294,180,NONE,,,
141,0.731,0.294,180,NONE,,,
144,0.731,0.294,180,NONE,,,
147,0.731,0.294,180,NONE,,,
150,0.731,0.294,STOPPED,NONE,,,
153,0.731,0.294,STOPPED,NONE,,,
156,0.731,0.294,STOPPED,NONE,,,
159,0.731,0.294,STOPPED,NONE,,,
