frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
7200,0.346,0.290,STOPPED,NONE,,,
7203,0.346,0.290,0,NONE,,,
7206,0.346,0.290,0,NONE,"Garen,991,404,65.3,Blue",,
7209,0.346,0.290,345,NONE,"Garen,1002,396,66.0,Blue",,
7212,0.346,0.290,330,NONE,,,
7215,0.346,0.290,60,NONE,,,
7218,0.402,0.836,330,NONE,,,
7221,0.409,0.829,120,NONE,"Garen,1036,361,67.6,Blue",,
7224,0.413,0.829,120,NONE,,,
7227,0.416,0.825,60,NONE,"Garen,1032,360,71.9,Blue",,
7230,0.416,0.822,0,NONE,"Garen,1023,368,76.9,Blue",,
7233,0.420,0.818,15,NONE,"Garen,1017,372,78.2,Blue",,
7236,0.423,0.815,315,NONE,"Garen,1006,390,80.8,Blue",,
7239,0.427,0.811,30,NONE,"Garen,1001,391,80.6,Blue",,
7242,0.430,0.811,315,NONE,"Garen,997,389,83.5,Blue",,
7245,0.430,0.808,315,NONE,"Garen,990,412,83.5,Blue",,
7248,0.430,0.808,315,NONE,"Garen,951,416,84.8,Blue",,
7251,0.430,0.808,195,NONE,"Garen,925,427,80.6,Blue",,
7254,0.430,0.808,165,NONE,"Garen,899,438,85.7,Blue",,
7257,0.430,0.808,165,NONE,"Garen,875,441,85.8,Blue",,
7260,0.427,0.808,165,NONE,,,
7263,0.427,0.808,165,NONE,"Garen,838,441,91.1,Blue",,
7266,0.423,0.808,165,NONE,"Garen,829,447,91.7,Blue|UNKNOWN,1841,213,100.0,Blue",,"BlueTower,1775,111,0.0,Blue"
7269,0.420,0.808,180,NONE,"Garen,828,445,91.0,Blue",,
7272,0.420,0.811,60,NONE,"Garen,826,453,91.9,Blue",,
7275,0.413,0.811,60,NONE,,,
7278,0.409,0.815,STOPPED,NONE,"Garen,850,440,94.7,Blue",,
7281,0.406,0.815,90,NONE,,,
7284,0.402,0.815,75,NONE,,,
7287,0.402,0.815,180,NONE,,,
7290,0.402,0.815,300,NONE,,,
7293,0.402,0.815,315,NONE,,,
7296,0.402,0.815,330,NONE,,,
7299,0.402,0.811,330,NONE,,,
7302,0.406,0.811,315,NONE,"Garen,1032,350,94.9,Blue",,
7305,0.406,0.808,315,NONE,,,
7308,0.409,0.808,90,NONE,"Garen,1027,359,100.0,Blue",,
7311,0.409,0.804,285,NONE,,,
7314,0.413,0.801,150,NONE,"Garen,1017,366,94.9,Blue",,
7317,0.413,0.797,150,NONE,"Garen,1007,387,100.0,Blue",,
7320,0.413,0.790,150,NONE,"Garen,993,409,94.4,Blue",,
7323,0.416,0.787,315,NONE,,,
7326,0.416,0.783,0,NONE,"Garen,967,393,100.0,Blue",,
7329,0.416,0.780,345,NONE,"Garen,962,418,94.4,Blue|UNKNOWN,1581,212,100.0,Blue",,
7332,0.416,0.780,195,NONE,,,
7335,0.416,0.776,165,NONE,,,
7338,0.420,0.773,210,NONE,,,
7341,0.420,0.769,135,NONE,,"Blue Melee,1189,256,0.0,Blue",
7344,0.420,0.766,STOPPED,NONE,,"Blue Caster,1182,282,18.8,Blue",
7347,0.420,0.762,135,NONE,,,
7350,0.423,0.759,300,NONE,,"Blue Melee,1179,308,0.0,Blue",
7353,0.423,0.755,15,NONE,"Garen,967,414,94.1,Blue","Blue Melee,1756,344,12.1,Blue|Blue Melee,1181,314,98.3,Blue",
7356,0.423,0.752,15,NONE,"Garen,966,414,100.0,Blue",,
7359,0.423,0.748,60,NONE,"Garen,964,422,97.5,Blue","Blue Melee,1184,334,8.1,Blue|Blue Melee,1795,372,85.0,Blue",
