frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
36000,0.671,0.294,180,NONE,,,
36003,0.664,0.294,165,NONE,"Garen,950,441,99.2,Red",,
36006,0.661,0.297,180,NONE,,,
36009,0.657,0.297,180,NONE,"Garen,951,449,98.3,Red",,
36012,0.650,0.297,180,NONE,"Garen,950,447,96.7,Red",,
36015,0.650,0.297,180,NONE,"Garen,951,451,97.5,Red",,
36018,0.643,0.297,225,NONE,"Garen,949,448,97.5,Red",,
36021,0.640,0.297,180,NONE,,,
36024,0.636,0.297,180,NONE,"Garen,951,447,98.3,Red",,
36027,0.633,0.297,105,NONE,"Garen,952,446,97.6,Red",,
36030,0.629,0.294,180,NONE,"Garen,950,453,96.0,Red",,
36033,0.626,0.297,180,NONE,"Garen,951,450,98.4,Red",,
36036,0.619,0.297,180,NONE,,,
36039,0.619,0.297,180,NONE,"Garen,952,451,97.5,Red",,
36042,0.612,0.297,150,NONE,"Garen,950,448,97.5,Red",,
36045,0.608,0.297,STOPPED,NONE,"Garen,948,446,97.6,Red",,
36048,0.605,0.297,165,NONE,"Garen,951,445,96.0,Red",,
36051,0.601,0.297,150,NONE,"Garen,950,449,97.7,Red",,
36054,0.598,0.297,STOPPED,NONE,"Garen,950,449,99.2,Red",,
36057,0.594,0.297,165,NONE,"Garen,951,452,100.0,Red",,
36060,0.591,0.297,150,NONE,"Garen,950,444,97.5,Red",,
36063,0.587,0.297,STOPPED,NONE,"Garen,951,448,100.0,Red",,
36066,0.580,0.297,180,NONE,,,
36069,0.577,0.297,165,NONE,,,
36072,0.573,0.301,30,NONE,,,
36075,0.573,0.301,180,NONE,"Garen,951,449,98.4,Red",,
36078,0.566,0.301,180,NONE,,,
36081,0.563,0.301,180,NONE,,,
36084,0.559,0.301,150,NONE,"Garen,949,444,100.0,Red",,
36087,0.556,0.301,165,NONE,"Garen,950,449,100.0,Red",,
36090,0.552,0.304,180,NONE,,,
36093,0.549,0.301,165,NONE,"Garen,954,451,100.0,Red",,
36096,0.545,0.301,165,NONE,"Garen,950,454,98.3,Red",,
36099,0.542,0.304,STOPPED,NONE,"Garen,951,453,97.6,Red",,
36102,0.538,0.304,180,NONE,,,
36105,0.535,0.304,180,NONE,"Garen,951,448,98.4,Red",,
36108,0.531,0.304,STOPPED,NONE,"Garen,949,446,98.4,Red|UNKNOWN,707,741,100.0,Red",,"RedTower,656,730,97.6,Red"
36111,0.528,0.304,0,NONE,"Garen,949,449,98.4,Red",,
36114,0.528,0.304,195,NONE,"Garen,951,446,97.6,Red",,
36117,0.524,0.304,STOPPED,NONE,"Garen,952,454,100.0,Red",,
36120,0.521,0.304,45,NONE,"Garen,950,454,100.0,Red",,
36123,0.517,0.304,0,NONE,"Garen,953,454,97.6,Red",,
36126,0.514,0.308,255,NONE,,,"RedTower,930,703,100.0,Red"
36129,0.510,0.304,180,NONE,,,"RedTower,973,701,97.6,Red"
36132,0.507,0.304,75,NONE,"Garen,953,449,98.4,Red",,
36135,0.507,0.308,0,NONE,,,
36138,0.503,0.308,150,NONE,,,
36141,0.500,0.308,135,NONE,,,
36144,0.497,0.308,105,NONE,"Garen,950,441,100.0,Red",,
36147,0.493,0.308,STOPPED,NONE,"Garen,954,447,100.0,Red",,
36150,0.493,0.308,75,NONE,"Garen,951,446,100.0,Red",,
