frame,minimap_x_ratio,minimap_y_ratio,move_dir,target,champions,minions,towers
30150,0.301,0.322,STOPPED,NONE,"Garen,952,434,100.0,Red",,
30153,0.301,0.322,STOPPED,NONE,"Garen,953,437,100.0,Red",,
30156,0.301,0.322,STOPPED,NONE,"Garen,953,434,100.0,Red",,
30159,0.301,0.322,STOPPED,NONE,,,
30162,0.301,0.322,STOPPED,NONE,,,
30165,0.301,0.322,STOPPED,NONE,,,
30168,0.741,0.290,STOPPED,NONE,,,
30171,0.741,0.290,STOPPED,NONE,,,
30174,0.741,0.290,STOPPED,NONE,,,
30177,0.741,0.290,STOPPED,NONE,,,
30180,0.741,0.290,STOPPED,NONE,,,
30183,0.741,0.290,STOPPED,NONE,,,
30186,0.741,0.290,STOPPED,NONE,,,
30189,0.741,0.290,STOPPED,NONE,,,
30192,0.741,0.290,STOPPED,NONE,,,
30195,0.741,0.290,STOPPED,NONE,,,
30198,0.741,0.290,STOPPED,NONE,,,
30201,0.741,0.290,STOPPED,NONE,,,
30204,0.741,0.290,STOPPED,NONE,,,
30207,0.741,0.290,STOPPED,NONE,,,
30210,0.741,0.290,STOPPED,NONE,,,
30213,0.741,0.290,STOPPED,NONE,"Garen,955,434,100.0,Red",,
30216,0.741,0.290,STOPPED,NONE,,,
30219,0.741,0.290,STOPPED,NONE,"Garen,954,434,100.0,Red",,
30222,0.741,0.290,STOPPED,NONE,"Garen,954,434,100.0,Red",,
30225,0.741,0.290,STOPPED,NONE,"Garen,954,435,100.0,Red",,
30228,0.741,0.290,STOPPED,NONE,"Garen,954,434,100.0,Red",,
30231,0.741,0.290,STOPPED,NONE,,,
30234,0.741,0.290,STOPPED,NONE,"Garen,954,434,100.0,Red",,
30237,0.741,0.290,STOPPED,NONE,"Garen,955,435,100.0,Red",,
30240,0.741,0.290,STOPPED,NONE,,,
30243,0.741,0.290,STOPPED,NONE,,,
30246,0.741,0.290,STOPPED,NONE,"Garen,954,435,100.0,Red",,
30249,0.741,0.290,STOPPED,NONE,,,
30252,0.741,0.290,STOPPED,NONE,,,
30255,0.741,0.290,STOPPED,NONE,,,
30258,0.741,0.290,STOPPED,NONE,,,
30261,0.741,0.290,STOPPED,NONE,,,
30264,0.741,0.290,STOPPED,NONE,"Garen,955,433,100.0,Red",,
30267,0.741,0.290,STOPPED,NONE,"Garen,955,435,100.0,Red",,
30270,0.741,0.290,STOPPED,NONE,,,
30273,0.741,0.290,STOPPED,NONE,,,
30276,0.741,0.290,STOPPED,NONE,,,
30279,0.741,0.290,STOPPED,NONE,,,
30282,0.741,0.290,STOPPED,NONE,,,
30285,0.741,0.290,STOPPED,NONE,,,
30288,0.741,0.290,STOPPED,NONE,,,
30291,0.738,0.290,180,NONE,,,
30294,0.734,0.290,195,NONE,"Garen,954,416,100.0,Red",,
30297,0.731,0.290,165,NONE,,,
30300,0.727,0.290,60,NONE,"Garen,950,415,100.0,Red",,
30303,0.724,0.294,180,NONE,"Garen,951,422,100.0,Red",,
30306,0.720,0.294,150,NONE,,,
30309,0.717,0.294,210,NONE,"Garen,950,417,100.0,Red",,
30312,0.713,0.294,285,NONE,"Garen,953,421,100.0,Red",,
30315,0.713,0.294,330,NONE,"Garen,953,419,100.0,Red",,
30318,0.710,0.294,STOPPED,NONE,"Garen,951,422,100.0,Red",,
30321,0.703,0.294,45,NONE,,,
30324,0.699,0.297,315,NONE,"Garen,951,434,100.0,Red",,
30327,0.696,0.297,225,NONE,"Garen,957,435,100.0,Red",,
30330,0.692,0.297,105,NONE,"Garen,952,428,100.0,Red",,
30333,0.689,0.297,180,NONE,"Garen,950,436,100.0,Red",,
30336,0.685,0.297,270,NONE,"Garen,954,441,100.0,Red",,
30339,0.682,0.297,285,NONE,"Garen,952,441,100.0,Red",,
30342,0.678,0.297,0,NONE,,,
30345,0.678,0.297,240,NONE,,,
30348,0.671,0.301,75,NONE,"Garen,951,447,100.0,Red",,
30351,0.668,0.301,165,NONE,"Garen,954,450,100.0,Red",,
30354,0.664,0.301,60,NONE,"Garen,950,456,100.0,Red",,
30357,0.661,0.301,165,NONE,"Garen,952,453,100.0,Red",,
30360,0.657,0.301,STOPPED,NONE,,,
30363,0.654,0.301,165,NONE,"Garen,952,453,100.0,Red",,
30366,0.650,0.301,165,NONE,"Garen,953,456,100.0,Red",,
30369,0.650,0.301,180,NONE,"Garen,949,446,100.0,Red",,
30372,0.643,0.301,180,NONE,"Garen,951,446,100.0,Red",,
30375,0.640,0.301,240,NONE,"Garen,950,446,100.0,Red",,
30378,0.636,0.301,90,NONE,"Garen,951,454,100.0,Red",,
30381,0.633,0.301,180,NONE,"Garen,950,451,100.0,Red",,
30384,0.629,0.301,180,NONE,"Garen,953,450,100.0,Red",,
30387,0.626,0.301,165,NONE,"Garen,950,456,100.0,Red",,
30390,0.622,0.301,180,NONE,"Garen,951,452,100.0,Red",,
30393,0.619,0.301,165,NONE,"Garen,950,451,100.0,Red",,
30396,0.615,0.304,180,NONE,,,
30399,0.608,0.304,180,NONE,"Garen,951,449,100.0,Red",,
30402,0.605,0.304,105,NONE,"Garen,951,450,100.0,Red",,
30405,0.601,0.304,180,NONE,"Garen,950,448,100.0,Red",,
30408,0.601,0.304,15,NONE,"Garen,951,453,100.0,Red",,
30411,0.594,0.304,165,NONE,"Garen,950,450,100.0,Red",,
30414,0.591,0.304,180,NONE,"Garen,951,446,100.0,Red",,
30417,0.587,0.304,75,NONE,"Garen,951,450,100.0,Red",,
30420,0.584,0.304,165,NONE,"Garen,950,448,100.0,Red",,
30423,0.580,0.304,105,NONE,"Garen,952,455,100.0,Red",,
30426,0.577,0.304,300,NONE,"Garen,952,451,100.0,Red",,
30429,0.573,0.308,0,NONE,,,
30432,0.570,0.308,210,NONE,,,
30435,0.566,0.308,15,NONE,"Garen,952,452,100.0,Red",,
30438,0.563,0.308,165,NONE,"Garen,952,448,100.0,Red",,"RedInhibitor,923,712,100.0,Red"
30441,0.559,0.308,270,NONE,"Garen,953,448,100.0,Red",,"RedInhibitor,964,710,100.0,Red"
30444,0.556,0.308,195,NONE,"Garen,950,451,100.0,Red",,
30447,0.552,0.308,STOPPED,NONE,"Garen,953,450,100.0,Red",,
30450,0.549,0.308,45,NONE,"Garen,953,451,100.0,Red",,
30453,0.545,0.308,STOPPED,NONE,,,
30456,0.542,0.308,330,NONE,,,
30459,0.538,0.308,STOPPED,NONE,"Garen,952,448,100.0,Red",,
30462,0.535,0.308,165,NONE,"Garen,951,453,100.0,Red",,
30465,0.531,0.311,210,NONE,"Garen,952,447,100.0,Red|UNKNOWN,722,679,100.0,Red",,"RedTower,683,674,96.9,Red"
30468,0.528,0.311,180,NONE,"Garen,953,454,100.0,Red",,
30471,0.528,0.311,15,NONE,"Garen,952,451,100.0,Red",,
30474,0.524,0.311,120,NONE,"Garen,951,452,100.0,Red",,
30477,0.521,0.311,STOPPED,NONE,,,
30480,0.517,0.311,75,NONE,"Garen,952,444,100.0,Red",,
30483,0.514,0.311,90,NONE,"Garen,951,439,100.0,Red",,"RedTower,932,653,100.0,Red"
30486,0.514,0.311,STOPPED,NONE,,,
30489,0.510,0.311,105,NONE,,,
30492,0.507,0.311,135,NONE,,,
30495,0.503,0.311,STOPPED,NONE,,,
30498,0.500,0.315,120,NONE,"Garen,949,447,100.0,Red",,
30501,0.500,0.315,105,NONE,,,
30504,0.497,0.315,180,NONE,,,
30507,0.493,0.315,180,NONE,"Garen,954,444,100.0,Red",,
30510,0.490,0.315,330,NONE,"Garen,953,442,100.0,Red",,
30513,0.490,0.315,180,NONE,"Garen,953,447,100.0,Red",,
30516,0.486,0.315,STOPPED,NONE,"Garen,953,445,100.0,Red",,
30519,0.483,0.315,90,NONE,"Garen,953,445,100.0,Red",,
30522,0.479,0.315,90,NONE,"Garen,953,446,100.0,Red",,
30525,0.479,0.315,240,NONE,"Garen,954,448,100.0,Red",,
30528,0.476,0.315,270,NONE,"Garen,954,443,100.0,Red",,
30531,0.472,0.315,270,NONE,"Garen,953,442,100.0,Red",,
30534,0.469,0.315,270,NONE,"Garen,953,447,100.0,Red",,
30537,0.469,0.315,285,NONE,"Garen,953,447,100.0,Red",,
30540,0.465,0.318,255,NONE,"Garen,952,455,100.0,Red",,
30543,0.462,0.318,180,NONE,"Garen,956,462,99.2,Red",,
30546,0.462,0.318,15,NONE,"Garen,954,469,100.0,Red",,
30549,0.458,0.318,270,NONE,"Garen,956,468,100.0,Red|UNKNOWN,1862,595,100.0,Red",,
30552,0.455,0.318,STOPPED,NONE,"Garen,954,458,100.0,Red",,
30555,0.455,0.318,STOPPED,NONE,"Garen,952,461,100.0,Red",,
30558,0.451,0.318,210,NONE,"Garen,953,464,100.0,Red|UNKNOWN,1853,585,100.0,Red",,
30561,0.448,0.318,STOPPED,NONE,"Garen,951,467,100.0,Red|UNKNOWN,1871,583,100.0,Red",,
30564,0.448,0.318,180,NONE,"Garen,951,468,100.0,Red|UNKNOWN,1888,581,100.0,Red",,
30567,0.444,0.318,180,NONE,"Garen,953,469,100.0,Red",,
30570,0.441,0.318,STOPPED,NONE,,,
30573,0.441,0.318,180,NONE,,,
30576,0.437,0.318,STOPPED,NONE,,,
30579,0.434,0.318,180,NONE,"Garen,954,462,100.0,Red",,
30582,0.434,0.318,180,NONE,"Garen,956,468,100.0,Red",,
30585,0.430,0.318,180,NONE,"Garen,954,469,100.0,Red|UNKNOWN,26,761,100.0,Red",,
30588,0.427,0.322,180,NONE,"Garen,954,469,100.0,Red",,
30591,0.427,0.322,180,NONE,"Garen,953,473,100.0,Red",,
30594,0.423,0.322,180,NONE,,,
30597,0.420,0.322,180,NONE,"Garen,955,469,100.0,Red",,
30600,0.420,0.322,STOPPED,NONE,"Garen,954,458,100.0,Red",,
30603,0.416,0.322,330,NONE,"Garen,953,461,100.0,Red",,
30606,0.413,0.322,180,NONE,"Garen,953,465,100.0,Red",,
